Time,Susceptible,Infected,Recovered,Phase,S_ratio,I_ratio,R_ratio
93.0,103693978.2,25655.7,21280366.1,hammer,0.829552,0.000205,0.170243
93.1,103693674.1,25593.2,21280732.6,hammer,0.829549,0.000205,0.170246
93.2,103693370.9,25530.9,21281098.2,hammer,0.829547,0.000204,0.170249
93.3,103693068.3,25468.7,21281463.0,hammer,0.829545,0.000204,0.170252
93.4,103692766.5,25406.7,21281826.8,hammer,0.829542,0.000203,0.170255
93.5,103692465.4,25344.9,21282189.8,hammer,0.829540,0.000203,0.170258
93.6,103692165.0,25283.1,21282551.8,hammer,0.829537,0.000202,0.170260
93.7,103691865.4,25221.6,21282913.0,hammer,0.829535,0.000202,0.170263
93.8,103691566.5,25160.2,21283273.3,hammer,0.829533,0.000201,0.170266
93.9,103691268.4,25098.9,21283632.7,hammer,0.829530,0.000201,0.170269
94.0,103690970.9,25037.8,21283991.3,hammer,0.829528,0.000200,0.170272
94.1,103690674.2,24976.8,21284349.0,hammer,0.829525,0.000200,0.170275
94.2,103690378.2,24916.0,21284705.8,hammer,0.829523,0.000199,0.170278
94.3,103690083.0,24855.3,21285061.7,hammer,0.829521,0.000199,0.170280
94.4,103689788.4,24794.7,21285416.8,hammer,0.829518,0.000198,0.170283
94.5,103689494.6,24734.4,21285771.0,hammer,0.829516,0.000198,0.170286
94.6,103689201.5,24674.1,21286124.4,hammer,0.829514,0.000197,0.170289
94.7,103688909.1,24614.0,21286476.9,hammer,0.829511,0.000197,0.170292
94.8,103688617.4,24554.1,21286828.5,hammer,0.829509,0.000196,0.170295
94.9,103688326.5,24494.3,21287179.3,hammer,0.829507,0.000196,0.170297
95.0,103688036.2,24434.6,21287529.2,hammer,0.829504,0.000195,0.170300
95.1,103687746.7,24375.1,21287878.2,hammer,0.829502,0.000195,0.170303
95.2,103687457.8,24315.7,21288226.5,hammer,0.829500,0.000195,0.170306
95.3,103687169.7,24256.5,21288573.8,hammer,0.829497,0.000194,0.170309
95.4,103686882.2,24197.4,21288920.3,hammer,0.829495,0.000194,0.170311
95.5,103686595.5,24138.5,21289266.0,hammer,0.829493,0.000193,0.170314
95.6,103686309.5,24079.7,21289610.9,hammer,0.829490,0.000193,0.170317
95.7,103686024.1,24021.0,21289954.9,hammer,0.829488,0.000192,0.170320
95.8,103685739.5,23962.5,21290298.0,hammer,0.829486,0.000192,0.170322
95.9,103685455.5,23904.1,21290640.3,hammer,0.829484,0.000191,0.170325
96.0,103685172.3,23845.9,21290981.8,hammer,0.829481,0.000191,0.170328
96.1,103684889.7,23787.8,21291322.5,hammer,0.829479,0.000190,0.170331
96.2,103684607.8,23729.9,21291662.3,hammer,0.829477,0.000190,0.170333
96.3,103684326.6,23672.1,21292001.3,hammer,0.829475,0.000189,0.170336
96.4,103684046.1,23614.4,21292339.5,hammer,0.829472,0.000189,0.170339
96.5,103683766.3,23556.9,21292676.8,hammer,0.829470,0.000188,0.170341
96.6,103683487.2,23499.5,21293013.3,hammer,0.829468,0.000188,0.170344
96.7,103683208.7,23442.2,21293349.1,hammer,0.829466,0.000188,0.170347
96.8,103682930.9,23385.1,21293683.9,hammer,0.829463,0.000187,0.170349
96.9,103682653.8,23328.2,21294018.0,hammer,0.829461,0.000187,0.170352
97.0,103682377.4,23271.3,21294351.3,hammer,0.829459,0.000186,0.170355
97.1,103682101.6,23214.6,21294683.7,hammer,0.829457,0.000186,0.170357
97.2,103681826.6,23158.1,21295015.4,hammer,0.829455,0.000185,0.170360
97.3,103681552.2,23101.7,21295346.2,hammer,0.829452,0.000185,0.170363
97.4,103681278.4,23045.4,21295676.2,hammer,0.829450,0.000184,0.170365
97.5,103681005.4,22989.2,21296005.4,hammer,0.829448,0.000184,0.170368
97.6,103680732.9,22933.2,21296333.8,hammer,0.829446,0.000183,0.170371
97.7,103680461.2,22877.3,21296661.5,hammer,0.829444,0.000183,0.170373
97.8,103680190.1,22821.6,21296988.3,hammer,0.829442,0.000183,0.170376
97.9,103679919.7,22766.0,21297314.3,hammer,0.829439,0.000182,0.170379
98.0,103679650.0,22710.5,21297639.5,hammer,0.829437,0.000182,0.170381
98.1,103679380.9,22655.2,21297964.0,hammer,0.829435,0.000181,0.170384
98.2,103679112.4,22600.0,21298287.6,hammer,0.829433,0.000181,0.170386
98.3,103678844.6,22544.9,21298610.5,hammer,0.829431,0.000180,0.170389
98.4,103678577.5,22490.0,21298932.5,hammer,0.829429,0.000180,0.170391
98.5,103678311.0,22435.2,21299253.8,hammer,0.829426,0.000179,0.170394
98.6,103678045.2,22380.5,21299574.3,hammer,0.829424,0.000179,0.170397
98.7,103677780.0,22326.0,21299894.0,hammer,0.829422,0.000179,0.170399
98.8,103677515.5,22271.6,21300213.0,hammer,0.829420,0.000178,0.170402
98.9,103677251.6,22217.3,21300531.2,hammer,0.829418,0.000178,0.170404
99.0,103676988.3,22163.1,21300848.5,hammer,0.829416,0.000177,0.170407
99.1,103676725.7,22109.1,21301165.2,hammer,0.829414,0.000177,0.170409
99.2,103676463.7,22055.3,21301481.0,hammer,0.829412,0.000176,0.170412
99.3,103676202.4,22001.5,21301796.1,hammer,0.829410,0.000176,0.170414
99.4,103675941.7,21947.9,21302110.4,hammer,0.829408,0.000176,0.170417
99.5,103675681.7,21894.4,21302423.9,hammer,0.829405,0.000175,0.170419
99.6,103675422.3,21841.0,21302736.7,hammer,0.829403,0.000175,0.170422
99.7,103675163.5,21787.8,21303048.7,hammer,0.829401,0.000174,0.170424
99.8,103674905.3,21734.7,21303360.0,hammer,0.829399,0.000174,0.170427
99.9,103674647.8,21681.7,21303670.5,hammer,0.829397,0.000173,0.170429
100.0,103674390.9,21628.9,21303980.2,hammer,0.829395,0.000173,0.170432
100.1,103674134.6,21576.2,21304289.2,hammer,0.829393,0.000173,0.170434
100.2,103673879.0,21523.6,21304597.4,hammer,0.829391,0.000172,0.170437
100.3,103673624.0,21471.1,21304904.9,hammer,0.829389,0.000172,0.170439
100.4,103673369.6,21418.8,21305211.6,hammer,0.829387,0.000171,0.170442
100.5,103673115.8,21366.6,21305517.6,hammer,0.829385,0.000171,0.170444
100.6,103672862.6,21314.5,21305822.8,hammer,0.829383,0.000171,0.170447
100.7,103672610.1,21262.6,21306127.3,hammer,0.829381,0.000170,0.170449
100.8,103672358.2,21210.8,21306431.1,hammer,0.829379,0.000170,0.170451
100.9,103672106.8,21159.1,21306734.1,hammer,0.829377,0.000169,0.170454
101.0,103671856.1,21107.5,21307036.4,hammer,0.829375,0.000169,0.170456
101.1,103671606.1,21056.0,21307337.9,hammer,0.829373,0.000168,0.170459
101.2,103671356.6,21004.7,21307638.7,hammer,0.829371,0.000168,0.170461
101.3,103671107.7,20953.5,21307938.8,hammer,0.829369,0.000168,0.170464
101.4,103670859.5,20902.4,21308238.1,hammer,0.829367,0.000167,0.170466
101.5,103670611.8,20851.5,21308536.7,hammer,0.829365,0.000167,0.170468
101.6,103670364.8,20800.6,21308834.6,hammer,0.829363,0.000166,0.170471
101.7,103670118.3,20749.9,21309131.7,hammer,0.829361,0.000166,0.170473
101.8,103669872.5,20699.4,21309428.2,hammer,0.829359,0.000166,0.170475
101.9,103669627.2,20648.9,21309723.9,hammer,0.829357,0.000165,0.170478
102.0,103669382.6,20598.6,21310018.9,hammer,0.829355,0.000165,0.170480
102.1,103669138.5,20548.3,21310313.1,hammer,0.829353,0.000164,0.170483
102.2,103668895.1,20498.3,21310606.7,hammer,0.829351,0.000164,0.170485
102.3,103668652.2,20448.3,21310899.5,hammer,0.829349,0.000164,0.170487
102.4,103668409.9,20398.4,21311191.6,hammer,0.829347,0.000163,0.170490
102.5,103668168.3,20348.7,21311483.0,hammer,0.829345,0.000163,0.170492
102.6,103667927.2,20299.1,21311773.7,hammer,0.829343,0.000162,0.170494
102.7,103667686.7,20249.6,21312063.7,hammer,0.829341,0.000162,0.170497
102.8,103667446.8,20200.2,21312353.0,hammer,0.829340,0.000162,0.170499
102.9,103667207.4,20151.0,21312641.6,hammer,0.829338,0.000161,0.170501
103.0,103666968.7,20101.9,21312929.4,hammer,0.829336,0.000161,0.170503
103.1,103666730.5,20052.9,21313216.6,hammer,0.829334,0.000160,0.170506
103.2,103666493.0,20004.0,21313503.1,hammer,0.829332,0.000160,0.170508
103.3,103666256.0,19955.2,21313788.8,hammer,0.829330,0.000160,0.170510
103.4,103666019.5,19906.5,21314073.9,hammer,0.829328,0.000159,0.170513
103.5,103665783.7,19858.0,21314358.3,hammer,0.829326,0.000159,0.170515
103.6,103665548.4,19809.6,21314642.0,hammer,0.829324,0.000158,0.170517
103.7,103665313.7,19761.3,21314925.0,hammer,0.829323,0.000158,0.170519
103.8,103665079.6,19713.1,21315207.3,hammer,0.829321,0.000158,0.170522
103.9,103664846.1,19665.0,21315488.9,hammer,0.829319,0.000157,0.170524
104.0,103664613.1,19617.1,21315769.8,hammer,0.829317,0.000157,0.170526
104.1,103664380.7,19569.3,21316050.1,hammer,0.829315,0.000157,0.170528
104.2,103664148.8,19521.5,21316329.6,hammer,0.829313,0.000156,0.170531
104.3,103663917.6,19473.9,21316608.5,hammer,0.829311,0.000156,0.170533
104.4,103663686.8,19426.4,21316886.7,hammer,0.829309,0.000155,0.170535
104.5,103663456.7,19379.1,21317164.2,hammer,0.829308,0.000155,0.170537
104.6,103663227.1,19331.8,21317441.1,hammer,0.829306,0.000155,0.170540
104.7,103662998.1,19284.7,21317717.2,hammer,0.829304,0.000154,0.170542
104.8,103662769.6,19237.7,21317992.7,hammer,0.829302,0.000154,0.170544
104.9,103662541.7,19190.7,21318267.6,hammer,0.829300,0.000154,0.170546
105.0,103662314.3,19143.9,21318541.7,hammer,0.829299,0.000153,0.170548
105.1,103662087.5,19097.3,21318815.2,hammer,0.829297,0.000153,0.170551
105.2,103661861.3,19050.7,21319088.0,hammer,0.829295,0.000152,0.170553
105.3,103661635.6,19004.2,21319360.2,hammer,0.829293,0.000152,0.170555
105.4,103661410.4,18957.9,21319631.7,hammer,0.829291,0.000152,0.170557
105.5,103661185.9,18911.7,21319902.5,hammer,0.829289,0.000151,0.170559
105.6,103660961.8,18865.5,21320172.7,hammer,0.829288,0.000151,0.170561
105.7,103660738.3,18819.5,21320442.2,hammer,0.829286,0.000151,0.170564
105.8,103660515.4,18773.6,21320711.0,hammer,0.829284,0.000150,0.170566
105.9,103660292.9,18727.8,21320979.2,hammer,0.829282,0.000150,0.170568
106.0,103660071.1,18682.2,21321246.7,hammer,0.829281,0.000149,0.170570
106.1,103659849.8,18636.6,21321513.6,hammer,0.829279,0.000149,0.170572
106.2,103659629.0,18591.2,21321779.9,hammer,0.829277,0.000149,0.170574
106.3,103659408.7,18545.8,21322045.5,hammer,0.829275,0.000148,0.170576
106.4,103659189.0,18500.6,21322310.4,hammer,0.829274,0.000148,0.170578
106.5,103658969.8,18455.5,21322574.7,hammer,0.829272,0.000148,0.170581
106.6,103658751.2,18410.5,21322838.3,hammer,0.829270,0.000147,0.170583
106.7,103658533.1,18365.5,21323101.3,hammer,0.829268,0.000147,0.170585
106.8,103658315.5,18320.8,21323363.7,hammer,0.829267,0.000147,0.170587
106.9,103658098.5,18276.1,21323625.4,hammer,0.829265,0.000146,0.170589
107.0,103657882.0,18231.5,21323886.5,hammer,0.829263,0.000146,0.170591
107.1,103657666.0,18187.0,21324147.0,hammer,0.829261,0.000145,0.170593
107.2,103657450.5,18142.7,21324406.8,hammer,0.829260,0.000145,0.170595
107.3,103657235.6,18098.4,21324666.0,hammer,0.829258,0.000145,0.170597
107.4,103657021.2,18054.3,21324924.5,hammer,0.829256,0.000144,0.170599
107.5,103656807.3,18010.2,21325182.4,hammer,0.829254,0.000144,0.170601
107.6,103656594.0,17966.3,21325439.7,hammer,0.829253,0.000144,0.170604
107.7,103656381.1,17922.5,21325696.4,hammer,0.829251,0.000143,0.170606
107.8,103656168.8,17878.8,21325952.4,hammer,0.829249,0.000143,0.170608
107.9,103655957.0,17835.1,21326207.8,hammer,0.829248,0.000143,0.170610
108.0,103655745.7,17791.6,21326462.6,hammer,0.829246,0.000142,0.170612
108.1,103655535.0,17748.2,21326716.8,hammer,0.829244,0.000142,0.170614
108.2,103655324.7,17704.9,21326970.3,hammer,0.829243,0.000142,0.170616
108.3,103655115.0,17661.8,21327223.3,hammer,0.829241,0.000141,0.170618
108.4,103654905.8,17618.7,21327475.6,hammer,0.829239,0.000141,0.170620
108.5,103654697.0,17575.7,21327727.3,hammer,0.829238,0.000141,0.170622
108.6,103654488.8,17532.8,21327978.3,hammer,0.829236,0.000140,0.170624
108.7,103654281.1,17490.0,21328228.8,hammer,0.829234,0.000140,0.170626
108.8,103654074.0,17447.4,21328478.7,hammer,0.829233,0.000140,0.170628
108.9,103653867.3,17404.8,21328727.9,hammer,0.829231,0.000139,0.170630
109.0,103653661.1,17362.4,21328976.6,hammer,0.829229,0.000139,0.170632
109.1,103653455.4,17320.0,21329224.6,hammer,0.829228,0.000139,0.170634
109.2,103653250.2,17277.7,21329472.0,hammer,0.829226,0.000138,0.170636
109.3,103653045.6,17235.6,21329718.8,hammer,0.829224,0.000138,0.170638
109.4,103652841.4,17193.5,21329965.1,hammer,0.829223,0.000138,0.170640
109.5,103652637.7,17151.6,21330210.7,hammer,0.829221,0.000137,0.170642
109.6,103652434.5,17109.8,21330455.7,hammer,0.829219,0.000137,0.170644
109.7,103652231.9,17068.0,21330700.1,hammer,0.829218,0.000137,0.170646
109.8,103652029.7,17026.4,21330944.0,hammer,0.829216,0.000136,0.170648
109.9,103651828.0,16984.8,21331187.2,hammer,0.829215,0.000136,0.170649
110.0,103651626.8,16943.4,21331429.8,hammer,0.829213,0.000136,0.170651
110.1,103651426.1,16902.0,21331671.9,hammer,0.829211,0.000135,0.170653
110.2,103651225.8,16860.8,21331913.3,hammer,0.829210,0.000135,0.170655
110.3,103651026.1,16819.7,21332154.2,hammer,0.829208,0.000135,0.170657
110.4,103650826.9,16778.6,21332394.5,hammer,0.829207,0.000134,0.170659
110.5,103650628.1,16737.7,21332634.2,hammer,0.829205,0.000134,0.170661
110.6,103650429.8,16696.9,21332873.3,hammer,0.829203,0.000134,0.170663
110.7,103650232.1,16656.1,21333111.8,hammer,0.829202,0.000133,0.170665
110.8,103650034.8,16615.5,21333349.8,hammer,0.829200,0.000133,0.170667
110.9,103649837.9,16574.9,21333587.1,hammer,0.829199,0.000133,0.170669
111.0,103649641.6,16534.5,21333823.9,hammer,0.829197,0.000132,0.170671
111.1,103649445.7,16494.1,21334060.1,hammer,0.829196,0.000132,0.170672
111.2,103649250.3,16453.9,21334295.8,hammer,0.829194,0.000132,0.170674
111.3,103649055.4,16413.8,21334530.8,hammer,0.829192,0.000131,0.170676
111.4,103648861.0,16373.7,21334765.3,hammer,0.829191,0.000131,0.170678
111.5,103648667.1,16333.7,21334999.2,hammer,0.829189,0.000131,0.170680
111.6,103648473.6,16293.9,21335232.5,hammer,0.829188,0.000130,0.170682
111.7,103648280.6,16254.1,21335465.3,hammer,0.829186,0.000130,0.170684
111.8,103648088.0,16214.5,21335697.5,hammer,0.829185,0.000130,0.170686
111.9,103647896.0,16174.9,21335929.1,hammer,0.829183,0.000129,0.170687
112.0,103647704.4,16135.4,21336160.2,hammer,0.829182,0.000129,0.170689
112.1,103647513.2,16096.1,21336390.7,hammer,0.829180,0.000129,0.170691
112.2,103647322.6,16056.8,21336620.7,hammer,0.829179,0.000128,0.170693
112.3,103647132.4,16017.6,21336850.0,hammer,0.829177,0.000128,0.170695
112.4,103646942.6,15978.5,21337078.9,hammer,0.829176,0.000128,0.170697
112.5,103646753.4,15939.5,21337307.1,hammer,0.829174,0.000128,0.170698
112.6,103646564.5,15900.6,21337534.8,hammer,0.829173,0.000127,0.170700
112.7,103646376.2,15861.8,21337762.0,hammer,0.829171,0.000127,0.170702
112.8,103646188.3,15823.1,21337988.6,hammer,0.829170,0.000127,0.170704
112.9,103646000.9,15784.5,21338214.6,hammer,0.829168,0.000126,0.170706
113.0,103645813.9,15746.0,21338440.1,hammer,0.829167,0.000126,0.170708
113.1,103645627.4,15707.5,21338665.1,hammer,0.829165,0.000126,0.170709
113.2,103645441.3,15669.2,21338889.5,hammer,0.829164,0.000125,0.170711
113.3,103645255.7,15631.0,21339113.3,hammer,0.829162,0.000125,0.170713
113.4,103645070.6,15592.8,21339336.6,hammer,0.829161,0.000125,0.170715
113.5,103644885.9,15554.8,21339559.4,hammer,0.829159,0.000124,0.170716
113.6,103644701.6,15516.8,21339781.6,hammer,0.829158,0.000124,0.170718
113.7,103644517.8,15478.9,21340003.2,hammer,0.829156,0.000124,0.170720
113.8,103644334.5,15441.1,21340224.4,hammer,0.829155,0.000124,0.170722
113.9,103644151.6,15403.5,21340445.0,hammer,0.829153,0.000123,0.170724
114.0,103643969.1,15365.9,21340665.0,hammer,0.829152,0.000123,0.170725
114.1,103643787.1,15328.4,21340884.5,hammer,0.829150,0.000123,0.170727
114.2,103643605.6,15290.9,21341103.5,hammer,0.829149,0.000122,0.170729
114.3,103643424.4,15253.6,21341321.9,hammer,0.829147,0.000122,0.170731
114.4,103643243.8,15216.4,21341539.8,hammer,0.829146,0.000122,0.170732
114.5,103643063.5,15179.3,21341757.2,hammer,0.829145,0.000121,0.170734
114.6,103642883.7,15142.2,21341974.1,hammer,0.829143,0.000121,0.170736
114.7,103642704.4,15105.3,21342190.4,hammer,0.829142,0.000121,0.170738
114.8,103642525.4,15068.4,21342406.2,hammer,0.829140,0.000121,0.170739
114.9,103642347.0,15031.6,21342621.4,hammer,0.829139,0.000120,0.170741
115.0,103642168.9,14994.9,21342836.2,hammer,0.829137,0.000120,0.170743
115.1,103641991.3,14958.3,21343050.4,hammer,0.829136,0.000120,0.170744
115.2,103641814.1,14921.8,21343264.1,hammer,0.829135,0.000119,0.170746
115.3,103641637.4,14885.4,21343477.2,hammer,0.829133,0.000119,0.170748
115.4,103641461.1,14849.0,21343689.9,hammer,0.829132,0.000119,0.170750
115.5,103641285.2,14812.8,21343902.0,hammer,0.829130,0.000119,0.170751
115.6,103641109.7,14776.6,21344113.6,hammer,0.829129,0.000118,0.170753
115.7,103640934.7,14740.6,21344324.7,hammer,0.829127,0.000118,0.170755
115.8,103640760.1,14704.6,21344535.3,hammer,0.829126,0.000118,0.170756
115.9,103640585.9,14668.7,21344745.4,hammer,0.829125,0.000117,0.170758
116.0,103640412.2,14632.9,21344954.9,hammer,0.829123,0.000117,0.170760
116.1,103640238.9,14597.2,21345164.0,hammer,0.829122,0.000117,0.170761
116.2,103640066.0,14561.5,21345372.5,hammer,0.829121,0.000116,0.170763
116.3,103639893.5,14526.0,21345580.5,hammer,0.829119,0.000116,0.170765
116.4,103639721.5,14490.5,21345788.0,hammer,0.829118,0.000116,0.170766
116.5,103639549.8,14455.1,21345995.0,hammer,0.829116,0.000116,0.170768
116.6,103639378.6,14419.9,21346201.5,hammer,0.829115,0.000115,0.170770
116.7,103639207.8,14384.7,21346407.5,hammer,0.829114,0.000115,0.170771
116.8,103639037.4,14349.5,21346613.0,hammer,0.829112,0.000115,0.170773
116.9,103638867.5,14314.5,21346818.0,hammer,0.829111,0.000115,0.170775
117.0,103638697.9,14279.6,21347022.5,hammer,0.829110,0.000114,0.170776
117.1,103638528.8,14244.7,21347226.5,hammer,0.829108,0.000114,0.170778
117.2,103638360.1,14209.9,21347430.0,hammer,0.829107,0.000114,0.170779
117.3,103638191.8,14175.2,21347633.0,hammer,0.829106,0.000113,0.170781
117.4,103638023.9,14140.6,21347835.5,hammer,0.829104,0.000113,0.170783
117.5,103637856.4,14106.1,21348037.5,hammer,0.829103,0.000113,0.170784
117.6,103637689.3,14071.7,21348239.0,hammer,0.829102,0.000113,0.170786
117.7,103637522.6,14037.3,21348440.1,hammer,0.829100,0.000112,0.170788
117.8,103637356.4,14003.0,21348640.6,hammer,0.829099,0.000112,0.170789
117.9,103637190.5,13968.9,21348840.6,hammer,0.829098,0.000112,0.170791
118.0,103637025.1,13934.8,21349040.2,hammer,0.829096,0.000111,0.170792
118.1,103636860.0,13900.7,21349239.3,hammer,0.829095,0.000111,0.170794
118.2,103636695.4,13866.8,21349437.8,hammer,0.829094,0.000111,0.170796
118.3,103636531.1,13832.9,21349635.9,hammer,0.829092,0.000111,0.170797
118.4,103636367.3,13799.2,21349833.5,hammer,0.829091,0.000110,0.170799
118.5,103636203.9,13765.5,21350030.7,hammer,0.829090,0.000110,0.170800
118.6,103636040.8,13731.9,21350227.3,hammer,0.829088,0.000110,0.170802
118.7,103635878.2,13698.3,21350423.5,hammer,0.829087,0.000110,0.170803
118.8,103635715.9,13664.9,21350619.2,hammer,0.829086,0.000109,0.170805
118.9,103635554.1,13631.5,21350814.4,hammer,0.829084,0.000109,0.170807
119.0,103635392.6,13598.2,21351009.1,hammer,0.829083,0.000109,0.170808
119.1,103635231.6,13565.0,21351203.4,hammer,0.829082,0.000109,0.170810
119.2,103635070.9,13531.9,21351397.2,hammer,0.829081,0.000108,0.170811
119.3,103634910.6,13498.9,21351590.5,hammer,0.829079,0.000108,0.170813
119.4,103634750.8,13465.9,21351783.3,hammer,0.829078,0.000108,0.170814
119.5,103634591.3,13433.0,21351975.7,hammer,0.829077,0.000107,0.170816
119.6,103634432.2,13400.2,21352167.6,hammer,0.829075,0.000107,0.170817
119.7,103634273.4,13367.5,21352359.0,hammer,0.829074,0.000107,0.170819
119.8,103634115.1,13334.9,21352550.0,hammer,0.829073,0.000107,0.170820
119.9,103633957.2,13302.3,21352740.5,hammer,0.829072,0.000106,0.170822
120.0,103633799.6,13269.8,21352930.5,hammer,0.829070,0.000106,0.170823
120.1,103633642.5,13237.4,21353120.1,hammer,0.829069,0.000106,0.170825
120.2,103633485.7,13205.1,21353309.2,hammer,0.829068,0.000106,0.170826
120.3,103633329.3,13172.9,21353497.9,hammer,0.829067,0.000105,0.170828
120.4,103633173.3,13140.7,21353686.0,hammer,0.829065,0.000105,0.170829
120.5,103633017.6,13108.6,21353873.8,hammer,0.829064,0.000105,0.170831
120.6,103632862.4,13076.6,21354061.0,hammer,0.829063,0.000105,0.170832
120.7,103632707.5,13044.7,21354247.8,hammer,0.829062,0.000104,0.170834
120.8,103632553.0,13012.8,21354434.2,hammer,0.829060,0.000104,0.170835
120.9,103632398.9,12981.0,21354620.1,hammer,0.829059,0.000104,0.170837
121.0,103632245.1,12949.3,21354805.5,hammer,0.829058,0.000104,0.170838
121.1,103632091.8,12917.7,21354990.5,hammer,0.829057,0.000103,0.170840
121.2,103631938.8,12886.2,21355175.1,hammer,0.829056,0.000103,0.170841
121.3,103631786.2,12854.7,21355359.1,hammer,0.829054,0.000103,0.170843
121.4,103631633.9,12823.3,21355542.8,hammer,0.829053,0.000103,0.170844
121.5,103631482.0,12792.0,21355726.0,hammer,0.829052,0.000102,0.170846
121.6,103631330.5,12760.7,21355908.7,hammer,0.829051,0.000102,0.170847
121.7,103631179.4,12729.6,21356091.0,hammer,0.829049,0.000102,0.170849
121.8,103631028.6,12698.5,21356272.9,hammer,0.829048,0.000102,0.170850
121.9,103630878.3,12667.5,21356454.3,hammer,0.829047,0.000101,0.170852
122.0,103630728.2,12636.5,21356635.2,hammer,0.829046,0.000101,0.170853
122.1,103630578.6,12605.7,21356815.8,hammer,0.829045,0.000101,0.170855
122.2,103630429.3,12574.9,21356995.8,hammer,0.829043,0.000101,0.170856
122.3,103630280.3,12544.2,21357175.5,hammer,0.829042,0.000100,0.170857
122.4,103630131.8,12513.6,21357354.7,hammer,0.829041,0.000100,0.170859
122.5,103629983.6,12483.0,21357533.4,hammer,0.829040,0.000100,0.170860
122.6,103629835.7,12452.5,21357711.8,hammer,0.829039,0.000100,0.170862
122.7,103629688.2,12422.1,21357889.7,hammer,0.829038,0.000099,0.170863
122.8,103629541.1,12391.8,21358067.1,hammer,0.829036,0.000099,0.170865
122.9,103629394.4,12361.5,21358244.1,hammer,0.829035,0.000099,0.170866
123.0,103629248.0,12331.3,21358420.7,hammer,0.829034,0.000099,0.170867
123.1,103629101.9,12301.2,21358596.9,hammer,0.829033,0.000098,0.170869
123.2,103628956.2,12271.1,21358772.6,hammer,0.829032,0.000098,0.170870
123.3,103628810.9,12241.2,21358947.9,hammer,0.829030,0.000098,0.170872
123.4,103628665.9,12211.3,21359122.8,hammer,0.829029,0.000098,0.170873
123.5,103628521.3,12181.4,21359297.3,hammer,0.829028,0.000097,0.170874
123.6,103628377.0,12151.7,21359471.3,hammer,0.829027,0.000097,0.170876
123.7,103628233.1,12122.0,21359644.9,hammer,0.829026,0.000097,0.170877
123.8,103628089.6,12092.4,21359818.0,hammer,0.829025,0.000097,0.170879
123.9,103627946.4,12062.9,21359990.8,hammer,0.829024,0.000097,0.170880
124.0,103627803.5,12033.4,21360163.1,hammer,0.829022,0.000096,0.170881
124.1,103627661.0,12004.0,21360335.0,hammer,0.829021,0.000096,0.170883
124.2,103627518.8,11974.7,21360506.5,hammer,0.829020,0.000096,0.170884
124.3,103627377.0,11945.4,21360677.6,hammer,0.829019,0.000096,0.170885
124.4,103627235.5,11916.3,21360848.2,hammer,0.829018,0.000095,0.170887
124.5,103627094.4,11887.2,21361018.5,hammer,0.829017,0.000095,0.170888
124.6,103626953.6,11858.1,21361188.3,hammer,0.829016,0.000095,0.170890
124.7,103626813.2,11829.2,21361357.7,hammer,0.829015,0.000095,0.170891
124.8,103626673.1,11800.3,21361526.7,hammer,0.829013,0.000094,0.170892
124.9,103626533.3,11771.4,21361695.2,hammer,0.829012,0.000094,0.170894
125.0,103626393.9,11742.7,21361863.4,hammer,0.829011,0.000094,0.170895
125.1,103626254.9,11714.0,21362031.1,hammer,0.829010,0.000094,0.170896
125.2,103626116.1,11685.4,21362198.5,hammer,0.829009,0.000093,0.170898
125.3,103625977.7,11656.8,21362365.4,hammer,0.829008,0.000093,0.170899
125.4,103625839.7,11628.4,21362531.9,hammer,0.829007,0.000093,0.170900
125.5,103625702.0,11600.0,21362698.1,hammer,0.829006,0.000093,0.170902
125.6,103625564.6,11571.6,21362863.8,hammer,0.829005,0.000093,0.170903
125.7,103625427.6,11543.4,21363029.1,hammer,0.829003,0.000092,0.170904
125.8,103625290.8,11515.2,21363194.0,hammer,0.829002,0.000092,0.170906
125.9,103625154.5,11487.0,21363358.5,hammer,0.829001,0.000092,0.170907
126.0,103625018.4,11459.0,21363522.6,hammer,0.829000,0.000092,0.170908
126.1,103624882.7,11431.0,21363686.3,hammer,0.828999,0.000091,0.170909
126.2,103624747.4,11403.0,21363849.6,hammer,0.828998,0.000091,0.170911
126.3,103624612.3,11375.2,21364012.5,hammer,0.828997,0.000091,0.170912
126.4,103624477.6,11347.4,21364175.0,hammer,0.828996,0.000091,0.170913
126.5,103624343.2,11319.7,21364337.1,hammer,0.828995,0.000091,0.170915
126.6,103624209.2,11292.0,21364498.8,hammer,0.828994,0.000090,0.170916
126.7,103624075.4,11264.4,21364660.1,hammer,0.828993,0.000090,0.170917
126.8,103623942.0,11236.9,21364821.1,hammer,0.828992,0.000090,0.170919
126.9,103623808.9,11209.5,21364981.6,hammer,0.828990,0.000090,0.170920
127.0,103623676.2,11182.1,21365141.7,hammer,0.828989,0.000089,0.170921
127.1,103623543.8,11154.8,21365301.5,hammer,0.828988,0.000089,0.170922
127.2,103623411.7,11127.5,21365460.8,hammer,0.828987,0.000089,0.170924
127.3,103623279.9,11100.3,21365619.8,hammer,0.828986,0.000089,0.170925
127.4,103623148.4,11073.2,21365778.4,hammer,0.828985,0.000089,0.170926
127.5,103623017.3,11046.2,21365936.5,hammer,0.828984,0.000088,0.170927
127.6,103622886.5,11019.2,21366094.3,hammer,0.828983,0.000088,0.170929
127.7,103622756.0,10992.3,21366251.8,hammer,0.828982,0.000088,0.170930
127.8,103622625.8,10965.4,21366408.8,hammer,0.828981,0.000088,0.170931
