Time,Susceptible,Infected,Recovered,Phase,S_ratio,I_ratio,R_ratio
0.0,104805677.0,194323.0,20000000.0,dance,0.838445,0.001555,0.160000
0.1,104782401.4,214822.6,20002776.0,dance,0.838259,0.001719,0.160022
0.2,104756676.1,237478.9,20005844.9,hammer,0.838053,0.001900,0.160047
0.3,104753833.0,236929.5,20009237.5,hammer,0.838031,0.001895,0.160074
0.4,104750996.5,236381.3,20012622.2,hammer,0.838008,0.001891,0.160101
0.5,104748166.7,235834.3,20015999.1,hammer,0.837985,0.001887,0.160128
0.6,104745343.4,235288.4,20019368.1,hammer,0.837963,0.001882,0.160155
0.7,104742526.8,234743.8,20022729.4,hammer,0.837940,0.001878,0.160182
0.8,104739716.8,234200.3,20026082.9,hammer,0.837918,0.001874,0.160209
0.9,104736913.4,233658.1,20029428.6,hammer,0.837895,0.001869,0.160235
1.0,104734116.5,233117.0,20032766.5,hammer,0.837873,0.001865,0.160262
1.1,104731326.2,232577.0,20036096.8,hammer,0.837851,0.001861,0.160289
1.2,104728542.4,232038.3,20039419.3,hammer,0.837828,0.001856,0.160315
1.3,104725765.1,231500.7,20042734.1,hammer,0.837806,0.001852,0.160342
1.4,104722994.4,230964.3,20046041.3,hammer,0.837784,0.001848,0.160368
1.5,104720230.1,230429.1,20049340.8,hammer,0.837762,0.001843,0.160395
1.6,104717472.4,229895.0,20052632.6,hammer,0.837740,0.001839,0.160421
1.7,104714721.0,229362.1,20055916.8,hammer,0.837718,0.001835,0.160447
1.8,104711976.2,228830.4,20059193.4,hammer,0.837696,0.001831,0.160474
1.9,104709237.8,228299.8,20062462.4,hammer,0.837674,0.001826,0.160500
2.0,104706505.7,227770.4,20065723.8,hammer,0.837652,0.001822,0.160526
2.1,104703780.1,227242.1,20068977.7,hammer,0.837630,0.001818,0.160552
2.2,104701060.9,226715.0,20072224.0,hammer,0.837608,0.001814,0.160578
2.3,104698348.1,226189.1,20075462.8,hammer,0.837587,0.001810,0.160604
2.4,104695641.6,225664.3,20078694.1,hammer,0.837565,0.001805,0.160630
2.5,104692941.5,225140.6,20081917.8,hammer,0.837544,0.001801,0.160655
2.6,104690247.7,224618.1,20085134.1,hammer,0.837522,0.001797,0.160681
2.7,104687560.3,224096.8,20088343.0,hammer,0.837500,0.001793,0.160707
2.8,104684879.1,223576.5,20091544.3,hammer,0.837479,0.001789,0.160732
2.9,104682204.2,223057.5,20094738.3,hammer,0.837458,0.001784,0.160758
3.0,104679535.7,222539.5,20097924.8,hammer,0.837436,0.001780,0.160783
3.1,104676873.3,222022.7,20101104.0,hammer,0.837415,0.001776,0.160809
3.2,104674217.3,221507.0,20104275.7,hammer,0.837394,0.001772,0.160834
3.3,104671567.4,220992.5,20107440.1,hammer,0.837373,0.001768,0.160860
3.4,104668923.8,220479.1,20110597.1,hammer,0.837351,0.001764,0.160885
3.5,104666286.4,219966.8,20113746.8,hammer,0.837330,0.001760,0.160910
3.6,104663655.2,219455.6,20116889.2,hammer,0.837309,0.001756,0.160935
3.7,104661030.2,218945.5,20120024.3,hammer,0.837288,0.001752,0.160960
3.8,104658411.3,218436.6,20123152.1,hammer,0.837267,0.001747,0.160985
3.9,104655798.6,217928.8,20126272.6,hammer,0.837246,0.001743,0.161010
4.0,104653192.0,217422.1,20129385.9,hammer,0.837226,0.001739,0.161035
4.1,104650591.6,216916.5,20132491.9,hammer,0.837205,0.001735,0.161060
4.2,104647997.3,216412.1,20135590.7,hammer,0.837184,0.001731,0.161085
4.3,104645409.0,215908.7,20138682.3,hammer,0.837163,0.001727,0.161109
4.4,104642826.9,215406.4,20141766.7,hammer,0.837143,0.001723,0.161134
4.5,104640250.8,214905.3,20144843.9,hammer,0.837122,0.001719,0.161159
4.6,104637680.8,214405.2,20147914.0,hammer,0.837101,0.001715,0.161183
4.7,104635116.8,213906.3,20150976.9,hammer,0.837081,0.001711,0.161208
4.8,104632558.8,213408.5,20154032.7,hammer,0.837060,0.001707,0.161232
4.9,104630006.9,212911.7,20157081.4,hammer,0.837040,0.001703,0.161257
5.0,104627461.0,212416.0,20160123.0,hammer,0.837020,0.001699,0.161281
5.1,104624921.0,211921.5,20163157.5,hammer,0.836999,0.001695,0.161305
5.2,104622387.0,211428.0,20166185.0,hammer,0.836979,0.001691,0.161329
5.3,104619859.0,210935.6,20169205.4,hammer,0.836959,0.001687,0.161354
5.4,104617337.0,210444.3,20172218.7,hammer,0.836939,0.001684,0.161378
5.5,104614820.8,209954.1,20175225.1,hammer,0.836919,0.001680,0.161402
5.6,104612310.6,209465.0,20178224.4,hammer,0.836898,0.001676,0.161426
5.7,104609806.3,208976.9,20181216.8,hammer,0.836878,0.001672,0.161450
5.8,104607307.9,208489.9,20184202.1,hammer,0.836858,0.001668,0.161474
5.9,104604815.4,208004.0,20187180.6,hammer,0.836839,0.001664,0.161497
6.0,104602328.8,207519.2,20190152.0,hammer,0.836819,0.001660,0.161521
6.1,104599848.0,207035.4,20193116.6,hammer,0.836799,0.001656,0.161545
6.2,104597373.0,206552.7,20196074.3,hammer,0.836779,0.001652,0.161569
6.3,104594903.9,206071.1,20199025.0,hammer,0.836759,0.001649,0.161592
6.4,104592440.6,205590.5,20201968.9,hammer,0.836740,0.001645,0.161616
6.5,104589983.1,205111.0,20204905.9,hammer,0.836720,0.001641,0.161639
6.6,104587531.4,204632.6,20207836.0,hammer,0.836700,0.001637,0.161663
6.7,104585085.4,204155.2,20210759.4,hammer,0.836681,0.001633,0.161686
6.8,104582645.2,203678.9,20213675.9,hammer,0.836661,0.001629,0.161709
6.9,104580210.8,203203.6,20216585.5,hammer,0.836642,0.001626,0.161733
7.0,104577782.1,202729.4,20219488.5,hammer,0.836622,0.001622,0.161756
7.1,104575359.1,202256.3,20222384.6,hammer,0.836603,0.001618,0.161779
7.2,104572941.9,201784.2,20225274.0,hammer,0.836584,0.001614,0.161802
7.3,104570530.3,201313.1,20228156.6,hammer,0.836564,0.001611,0.161825
7.4,104568124.5,200843.1,20231032.5,hammer,0.836545,0.001607,0.161848
7.5,104565724.3,200374.1,20233901.7,hammer,0.836526,0.001603,0.161871
7.6,104563329.7,199906.1,20236764.2,hammer,0.836507,0.001599,0.161894
7.7,104560940.8,199439.2,20239620.0,hammer,0.836488,0.001596,0.161917
7.8,104558557.6,198973.4,20242469.1,hammer,0.836468,0.001592,0.161940
7.9,104556179.9,198508.5,20245311.6,hammer,0.836449,0.001588,0.161962
8.0,104553807.9,198044.7,20248147.4,hammer,0.836430,0.001584,0.161985
8.1,104551441.4,197582.0,20250976.6,hammer,0.836412,0.001581,0.162008
8.2,104549080.6,197120.2,20253799.2,hammer,0.836393,0.001577,0.162030
8.3,104546725.3,196659.5,20256615.2,hammer,0.836374,0.001573,0.162053
8.4,104544375.6,196199.8,20259424.6,hammer,0.836355,0.001570,0.162075
8.5,104542031.4,195741.1,20262227.5,hammer,0.836336,0.001566,0.162098
8.6,104539692.8,195283.5,20265023.8,hammer,0.836318,0.001562,0.162120
8.7,104537359.6,194826.8,20267813.5,hammer,0.836299,0.001559,0.162143
8.8,104535032.0,194371.2,20270596.8,hammer,0.836280,0.001555,0.162165
8.9,104532709.9,193916.6,20273373.5,hammer,0.836262,0.001551,0.162187
9.0,104530393.3,193463.0,20276143.7,hammer,0.836243,0.001548,0.162209
9.1,104528082.1,193010.4,20278907.5,hammer,0.836225,0.001544,0.162231
9.2,104525776.4,192558.9,20281664.8,hammer,0.836206,0.001540,0.162253
9.3,104523476.1,192108.3,20284415.6,hammer,0.836188,0.001537,0.162275
9.4,104521181.3,191658.7,20287160.0,hammer,0.836169,0.001533,0.162297
9.5,104518891.9,191210.2,20289898.0,hammer,0.836151,0.001530,0.162319
9.6,104516607.8,190762.6,20292629.6,hammer,0.836133,0.001526,0.162341
9.7,104514329.2,190316.0,20295354.7,hammer,0.836115,0.001523,0.162363
9.8,104512056.0,189870.5,20298073.5,hammer,0.836096,0.001519,0.162385
9.9,104509788.2,189425.9,20300786.0,hammer,0.836078,0.001515,0.162406
10.0,104507525.7,188982.3,20303492.0,hammer,0.836060,0.001512,0.162428
10.1,104505268.5,188539.7,20306191.8,hammer,0.836042,0.001508,0.162450
10.2,104503016.7,188098.1,20308885.2,hammer,0.836024,0.001505,0.162471
10.3,104500770.2,187657.5,20311572.3,hammer,0.836006,0.001501,0.162493
10.4,104498529.0,187217.8,20314253.1,hammer,0.835988,0.001498,0.162514
10.5,104496293.1,186779.2,20316927.7,hammer,0.835970,0.001494,0.162535
10.6,104494062.5,186341.5,20319596.0,hammer,0.835953,0.001491,0.162557
10.7,104491837.2,185904.8,20322258.0,hammer,0.835935,0.001487,0.162578
10.8,104489617.2,185469.1,20324913.8,hammer,0.835917,0.001484,0.162599
10.9,104487402.4,185034.3,20327563.3,hammer,0.835899,0.001480,0.162621
11.0,104485192.8,184600.6,20330206.7,hammer,0.835882,0.001477,0.162642
11.1,104482988.4,184167.8,20332843.8,hammer,0.835864,0.001473,0.162663
11.2,104480789.3,183735.9,20335474.8,hammer,0.835846,0.001470,0.162684
11.3,104478595.4,183305.0,20338099.6,hammer,0.835829,0.001466,0.162705
11.4,104476406.7,182875.1,20340718.2,hammer,0.835811,0.001463,0.162726
11.5,104474223.1,182446.2,20343330.7,hammer,0.835794,0.001460,0.162747
11.6,104472044.7,182018.2,20345937.1,hammer,0.835776,0.001456,0.162767
11.7,104469871.5,181591.2,20348537.3,hammer,0.835759,0.001453,0.162788
11.8,104467703.4,181165.1,20351131.5,hammer,0.835742,0.001449,0.162809
11.9,104465540.4,180740.0,20353719.6,hammer,0.835724,0.001446,0.162830
12.0,104463382.6,180315.9,20356301.6,hammer,0.835707,0.001443,0.162850
12.1,104461229.9,179892.6,20358877.5,hammer,0.835690,0.001439,0.162871
12.2,104459082.2,179470.4,20361447.4,hammer,0.835673,0.001436,0.162892
12.3,104456939.7,179049.1,20364011.2,hammer,0.835656,0.001432,0.162912
12.4,104454802.2,178628.7,20366569.1,hammer,0.835638,0.001429,0.162933
12.5,104452669.8,178209.3,20369120.9,hammer,0.835621,0.001426,0.162953
12.6,104450542.4,177790.8,20371666.8,hammer,0.835604,0.001422,0.162973
12.7,104448420.1,177373.3,20374206.6,hammer,0.835587,0.001419,0.162994
12.8,104446302.8,176956.7,20376740.5,hammer,0.835570,0.001416,0.163014
12.9,104444190.5,176541.0,20379268.5,hammer,0.835554,0.001412,0.163034
13.0,104442083.3,176126.2,20381790.5,hammer,0.835537,0.001409,0.163054
13.1,104439981.0,175712.4,20384306.6,hammer,0.835520,0.001406,0.163074
13.2,104437883.7,175299.6,20386816.8,hammer,0.835503,0.001402,0.163095
13.3,104435791.3,174887.6,20389321.0,hammer,0.835486,0.001399,0.163115
13.4,104433704.0,174476.6,20391819.4,hammer,0.835470,0.001396,0.163135
13.5,104431621.5,174066.5,20394311.9,hammer,0.835453,0.001393,0.163154
13.6,104429544.1,173657.3,20396798.6,hammer,0.835436,0.001389,0.163174
13.7,104427471.5,173249.1,20399279.4,hammer,0.835420,0.001386,0.163194
13.8,104425403.8,172841.7,20401754.4,hammer,0.835403,0.001383,0.163214
13.9,104423341.1,172435.3,20404223.6,hammer,0.835387,0.001379,0.163234
14.0,104421283.2,172029.8,20406686.9,hammer,0.835370,0.001376,0.163253
14.1,104419230.3,171625.2,20409144.5,hammer,0.835354,0.001373,0.163273
14.2,104417182.1,171221.6,20411596.3,hammer,0.835337,0.001370,0.163293
14.3,104415138.9,170818.8,20414042.3,hammer,0.835321,0.001367,0.163312
14.4,104413100.5,170416.9,20416482.6,hammer,0.835305,0.001363,0.163332
14.5,104411066.9,170016.0,20418917.1,hammer,0.835289,0.001360,0.163351
14.6,104409038.2,169615.9,20421345.9,hammer,0.835272,0.001357,0.163371
14.7,104407014.2,169216.8,20423769.0,hammer,0.835256,0.001354,0.163390
14.8,104404995.1,168818.5,20426186.4,hammer,0.835240,0.001351,0.163409
14.9,104402980.8,168421.2,20428598.1,hammer,0.835224,0.001347,0.163429
15.0,104400971.2,168024.7,20431004.1,hammer,0.835208,0.001344,0.163448
15.1,104398966.4,167629.2,20433404.4,hammer,0.835192,0.001341,0.163467
15.2,104396966.4,167234.5,20435799.1,hammer,0.835176,0.001338,0.163486
15.3,104394971.1,166840.7,20438188.2,hammer,0.835160,0.001335,0.163506
15.4,104392980.5,166447.8,20440571.6,hammer,0.835144,0.001332,0.163525
15.5,104390994.7,166055.8,20442949.4,hammer,0.835128,0.001328,0.163544
15.6,104389013.6,165664.7,20445321.7,hammer,0.835112,0.001325,0.163563
15.7,104387037.2,165274.5,20447688.3,hammer,0.835096,0.001322,0.163582
15.8,104385065.5,164885.2,20450049.4,hammer,0.835081,0.001319,0.163600
15.9,104383098.5,164496.7,20452404.9,hammer,0.835065,0.001316,0.163619
16.0,104381136.1,164109.1,20454754.8,hammer,0.835049,0.001313,0.163638
16.1,104379178.4,163722.4,20457099.2,hammer,0.835033,0.001310,0.163657
16.2,104377225.3,163336.5,20459438.1,hammer,0.835018,0.001307,0.163676
16.3,104375276.9,162951.6,20461771.5,hammer,0.835002,0.001304,0.163694
16.4,104373333.1,162567.5,20464099.4,hammer,0.834987,0.001301,0.163713
16.5,104371394.0,162184.3,20466421.8,hammer,0.834971,0.001297,0.163731
16.6,104369459.4,161801.9,20468738.7,hammer,0.834956,0.001294,0.163750
16.7,104367529.5,161420.4,20471050.1,hammer,0.834940,0.001291,0.163768
16.8,104365604.1,161039.8,20473356.1,hammer,0.834925,0.001288,0.163787
16.9,104363683.3,160660.0,20475656.7,hammer,0.834909,0.001285,0.163805
17.0,104361767.1,160281.1,20477951.8,hammer,0.834894,0.001282,0.163824
17.1,104359855.4,159903.1,20480241.6,hammer,0.834879,0.001279,0.163842
17.2,104357948.2,159525.9,20482525.9,hammer,0.834864,0.001276,0.163860
17.3,104356045.6,159149.5,20484804.8,hammer,0.834848,0.001273,0.163878
17.4,104354147.6,158774.1,20487078.4,hammer,0.834833,0.001270,0.163897
17.5,104352254.0,158399.4,20489346.6,hammer,0.834818,0.001267,0.163915
17.6,104350364.9,158025.6,20491609.4,hammer,0.834803,0.001264,0.163933
17.7,104348480.3,157652.7,20493866.9,hammer,0.834788,0.001261,0.163951
17.8,104346600.3,157280.6,20496119.1,hammer,0.834773,0.001258,0.163969
17.9,104344724.6,156909.4,20498366.0,hammer,0.834758,0.001255,0.163987
18.0,104342853.5,156539.0,20500607.6,hammer,0.834743,0.001252,0.164005
18.1,104340986.8,156169.4,20502843.8,hammer,0.834728,0.001249,0.164023
18.2,104339124.5,155800.7,20505074.8,hammer,0.834713,0.001246,0.164041
18.3,104337266.7,155432.8,20507300.5,hammer,0.834698,0.001243,0.164058
18.4,104335413.2,155065.8,20509521.0,hammer,0.834683,0.001241,0.164076
18.5,104333564.2,154699.6,20511736.2,hammer,0.834669,0.001238,0.164094
18.6,104331719.6,154334.2,20513946.2,hammer,0.834654,0.001235,0.164112
18.7,104329879.4,153969.6,20516151.0,hammer,0.834639,0.001232,0.164129
18.8,104328043.6,153605.9,20518350.5,hammer,0.834624,0.001229,0.164147
18.9,104326212.1,153243.0,20520544.9,hammer,0.834610,0.001226,0.164164
19.0,104324385.0,152880.9,20522734.1,hammer,0.834595,0.001223,0.164182
19.1,104322562.2,152519.7,20524918.1,hammer,0.834580,0.001220,0.164199
19.2,104320743.8,152159.3,20527097.0,hammer,0.834566,0.001217,0.164217
19.3,104318929.7,151799.7,20529270.7,hammer,0.834551,0.001214,0.164234
19.4,104317119.9,151440.9,20531439.2,hammer,0.834537,0.001212,0.164252
19.5,104315314.4,151082.9,20533602.7,hammer,0.834523,0.001209,0.164269
19.6,104313513.3,150725.7,20535761.0,hammer,0.834508,0.001206,0.164286
19.7,104311716.4,150369.4,20537914.2,hammer,0.834494,0.001203,0.164303
19.8,104309923.8,150013.9,20540062.3,hammer,0.834479,0.001200,0.164320
19.9,104308135.4,149659.2,20542205.4,hammer,0.834465,0.001197,0.164338
20.0,104306351.4,149305.2,20544343.4,hammer,0.834451,0.001194,0.164355
20.1,104304571.5,148952.1,20546476.3,hammer,0.834437,0.001192,0.164372
20.2,104302796.0,148599.8,20548604.2,hammer,0.834422,0.001189,0.164389
20.3,104301024.6,148248.3,20550727.1,hammer,0.834408,0.001186,0.164406
20.4,104299257.5,147897.6,20552844.9,hammer,0.834394,0.001183,0.164423
20.5,104297494.5,147547.8,20554957.7,hammer,0.834380,0.001180,0.164440
20.6,104295735.8,147198.7,20557065.5,hammer,0.834366,0.001178,0.164457
20.7,104293981.3,146850.4,20559168.4,hammer,0.834352,0.001175,0.164473
20.8,104292230.9,146502.8,20561266.2,hammer,0.834338,0.001172,0.164490
20.9,104290484.7,146156.1,20563359.1,hammer,0.834324,0.001169,0.164507
21.0,104288742.7,145810.2,20565447.1,hammer,0.834310,0.001166,0.164524
21.1,104287004.9,145465.1,20567530.1,hammer,0.834296,0.001164,0.164540
21.2,104285271.1,145120.7,20569608.1,hammer,0.834282,0.001161,0.164557
21.3,104283541.5,144777.2,20571681.3,hammer,0.834268,0.001158,0.164573
21.4,104281816.1,144434.4,20573749.5,hammer,0.834255,0.001155,0.164590
21.5,104280094.7,144092.4,20575812.9,hammer,0.834241,0.001153,0.164607
21.6,104278377.5,143751.2,20577871.3,hammer,0.834227,0.001150,0.164623
21.7,104276664.3,143410.8,20579924.9,hammer,0.834213,0.001147,0.164639
21.8,104274955.2,143071.1,20581973.6,hammer,0.834200,0.001145,0.164656
21.9,104273250.2,142732.2,20584017.5,hammer,0.834186,0.001142,0.164672
22.0,104271549.3,142394.2,20586056.5,hammer,0.834172,0.001139,0.164688
22.1,104269852.4,142056.8,20588090.7,hammer,0.834159,0.001136,0.164705
22.2,104268159.6,141720.3,20590120.1,hammer,0.834145,0.001134,0.164721
22.3,104266470.8,141384.5,20592144.7,hammer,0.834132,0.001131,0.164737
22.4,104264786.1,141049.5,20594164.5,hammer,0.834118,0.001128,0.164753
22.5,104263105.3,140715.2,20596179.5,hammer,0.834105,0.001126,0.164769
22.6,104261428.6,140381.7,20598189.7,hammer,0.834091,0.001123,0.164786
22.7,104259755.9,140049.0,20600195.1,hammer,0.834078,0.001120,0.164802
22.8,104258087.1,139717.1,20602195.8,hammer,0.834065,0.001118,0.164818
22.9,104256422.4,139385.9,20604191.8,hammer,0.834051,0.001115,0.164834
23.0,104254761.6,139055.4,20606183.0,hammer,0.834038,0.001112,0.164849
23.1,104253104.8,138725.7,20608169.5,hammer,0.834025,0.001110,0.164865
23.2,104251451.9,138396.8,20610151.3,hammer,0.834012,0.001107,0.164881
23.3,104249803.0,138068.6,20612128.4,hammer,0.833998,0.001105,0.164897
23.4,104248158.0,137741.2,20614100.8,hammer,0.833985,0.001102,0.164913
23.5,104246516.9,137414.5,20616068.5,hammer,0.833972,0.001099,0.164929
23.6,104244879.8,137088.6,20618031.6,hammer,0.833959,0.001097,0.164944
23.7,104243246.6,136763.4,20619990.0,hammer,0.833946,0.001094,0.164960
23.8,104241617.2,136439.0,20621943.8,hammer,0.833933,0.001092,0.164976
23.9,104239991.8,136115.3,20623892.9,hammer,0.833920,0.001089,0.164991
24.0,104238370.2,135792.4,20625837.4,hammer,0.833907,0.001086,0.165007
24.1,104236752.5,135470.2,20627777.3,hammer,0.833894,0.001084,0.165022
24.2,104235138.7,135148.7,20629712.6,hammer,0.833881,0.001081,0.165038
24.3,104233528.7,134828.0,20631643.3,hammer,0.833868,0.001079,0.165053
24.4,104231922.6,134508.0,20633569.4,hammer,0.833855,0.001076,0.165069
24.5,104230320.3,134188.7,20635490.9,hammer,0.833843,0.001074,0.165084
24.6,104228721.9,133870.2,20637407.9,hammer,0.833830,0.001071,0.165099
24.7,104227127.2,133552.4,20639320.3,hammer,0.833817,0.001068,0.165115
24.8,104225536.4,133235.4,20641228.2,hammer,0.833804,0.001066,0.165130
24.9,104223949.4,132919.0,20643131.6,hammer,0.833792,0.001063,0.165145
25.0,104222366.1,132603.4,20645030.4,hammer,0.833779,0.001061,0.165160
25.1,104220786.7,132288.6,20646924.8,hammer,0.833766,0.001058,0.165175
25.2,104219211.0,131974.4,20648814.6,hammer,0.833754,0.001056,0.165191
25.3,104217639.1,131661.0,20650699.9,hammer,0.833741,0.001053,0.165206
25.4,104216070.9,131348.3,20652580.8,hammer,0.833729,0.001051,0.165221
25.5,104214506.5,131036.3,20654457.2,hammer,0.833716,0.001048,0.165236
25.6,104212945.8,130725.0,20656329.2,hammer,0.833704,0.001046,0.165251
25.7,104211388.9,130414.4,20658196.7,hammer,0.833691,0.001043,0.165266
25.8,104209835.7,130104.6,20660059.7,hammer,0.833679,0.001041,0.165280
25.9,104208286.2,129795.5,20661918.4,hammer,0.833666,0.001038,0.165295
26.0,104206740.4,129487.0,20663772.6,hammer,0.833654,0.001036,0.165310
26.1,104205198.3,129179.3,20665622.4,hammer,0.833642,0.001033,0.165325
26.2,104203659.9,128872.3,20667467.8,hammer,0.833629,0.001031,0.165340
26.3,104202125.1,128566.0,20669308.8,hammer,0.833617,0.001029,0.165354
26.4,104200594.1,128260.5,20671145.5,hammer,0.833605,0.001026,0.165369
26.5,104199066.7,127955.6,20672977.8,hammer,0.833593,0.001024,0.165384
26.6,104197542.9,127651.4,20674805.7,hammer,0.833580,0.001021,0.165398
26.7,104196022.8,127347.9,20676629.3,hammer,0.833568,0.001019,0.165413
26.8,104194506.3,127045.1,20678448.6,hammer,0.833556,0.001016,0.165428
26.9,104192993.5,126743.0,20680263.5,hammer,0.833544,0.001014,0.165442
27.0,104191484.3,126441.7,20682074.1,hammer,0.833532,0.001012,0.165457
27.1,104189978.6,126141.0,20683880.4,hammer,0.833520,0.001009,0.165471
27.2,104188476.6,125841.0,20685682.4,hammer,0.833508,0.001007,0.165485
27.3,104186978.2,125541.7,20687480.1,hammer,0.833496,0.001004,0.165500
27.4,104185483.4,125243.0,20689273.6,hammer,0.833484,0.001002,0.165514
27.5,104183992.1,124945.1,20691062.8,hammer,0.833472,0.001000,0.165529
27.6,104182504.4,124647.9,20692847.7,hammer,0.833460,0.000997,0.165543
27.7,104181020.3,124351.3,20694628.4,hammer,0.833448,0.000995,0.165557
27.8,104179539.7,124055.4,20696404.8,hammer,0.833436,0.000992,0.165571
27.9,104178062.7,123760.3,20698177.1,hammer,0.833425,0.000990,0.165585
28.0,104176589.2,123465.7,20699945.1,hammer,0.833413,0.000988,0.165600
28.1,104175119.2,123171.9,20701708.8,hammer,0.833401,0.000985,0.165614
28.2,104173652.8,122878.8,20703468.4,hammer,0.833389,0.000983,0.165628
28.3,104172189.8,122586.3,20705223.9,hammer,0.833378,0.000981,0.165642
28.4,104170730.4,122294.5,20706975.1,hammer,0.833366,0.000978,0.165656
28.5,104169274.5,122003.4,20708722.2,hammer,0.833354,0.000976,0.165670
28.6,104167822.0,121712.9,20710465.1,hammer,0.833343,0.000974,0.165684
28.7,104166373.0,121423.2,20712203.8,hammer,0.833331,0.000971,0.165698
28.8,104164927.5,121134.1,20713938.4,hammer,0.833319,0.000969,0.165712
28.9,104163485.5,120845.6,20715668.9,hammer,0.833308,0.000967,0.165725
29.0,104162046.9,120557.8,20717395.3,hammer,0.833296,0.000964,0.165739
29.1,104160611.7,120270.7,20719117.5,hammer,0.833285,0.000962,0.165753
29.2,104159180.0,119984.3,20720835.7,hammer,0.833273,0.000960,0.165767
29.3,104157751.7,119698.5,20722549.7,hammer,0.833262,0.000958,0.165780
29.4,104156326.9,119413.4,20724259.7,hammer,0.833251,0.000955,0.165794
29.5,104154905.4,119128.9,20725965.6,hammer,0.833239,0.000953,0.165808
29.6,104153487.4,118845.1,20727667.5,hammer,0.833228,0.000951,0.165821
29.7,104152072.8,118562.0,20729365.2,hammer,0.833217,0.000948,0.165835
29.8,104150661.5,118279.5,20731059.0,hammer,0.833205,0.000946,0.165848
29.9,104149253.6,117997.7,20732748.7,hammer,0.833194,0.000944,0.165862
30.0,104147849.1,117716.5,20734434.4,hammer,0.833183,0.000942,0.165875
30.1,104146448.0,117436.0,20736116.0,hammer,0.833172,0.000939,0.165889
30.2,104145050.2,117156.1,20737793.7,hammer,0.833160,0.000937,0.165902
30.3,104143655.8,116876.9,20739467.3,hammer,0.833149,0.000935,0.165916
30.4,104142264.7,116598.3,20741137.0,hammer,0.833138,0.000933,0.165929
30.5,104140877.0,116320.3,20742802.7,hammer,0.833127,0.000931,0.165942
30.6,104139492.5,116043.0,20744464.4,hammer,0.833116,0.000928,0.165956
30.7,104138111.4,115766.4,20746122.2,hammer,0.833105,0.000926,0.165969
30.8,104136733.7,115490.4,20747776.0,hammer,0.833094,0.000924,0.165982
30.9,104135359.2,115215.0,20749425.8,hammer,0.833083,0.000922,0.165995
31.0,104133988.0,114940.3,20751071.8,hammer,0.833072,0.000920,0.166009
31.1,104132620.1,114666.2,20752713.8,hammer,0.833061,0.000917,0.166022
31.2,104131255.4,114392.7,20754351.9,hammer,0.833050,0.000915,0.166035
31.3,104129894.1,114119.9,20755986.0,hammer,0.833039,0.000913,0.166048
31.4,104128536.0,113847.7,20757616.3,hammer,0.833028,0.000911,0.166061
31.5,104127181.2,113576.1,20759242.7,hammer,0.833017,0.000909,0.166074
31.6,104125829.6,113305.2,20760865.2,hammer,0.833007,0.000906,0.166087
31.7,104124481.2,113034.9,20762483.9,hammer,0.832996,0.000904,0.166100
31.8,104123136.1,112765.2,20764098.7,hammer,0.832985,0.000902,0.166113
31.9,104121794.2,112496.2,20765709.6,hammer,0.832974,0.000900,0.166126
32.0,104120455.6,112227.7,20767316.7,hammer,0.832964,0.000898,0.166139
32.1,104119120.1,111959.9,20768919.9,hammer,0.832953,0.000896,0.166151
32.2,104117787.9,111692.8,20770519.3,hammer,0.832942,0.000894,0.166164
32.3,104116458.8,111426.2,20772115.0,hammer,0.832932,0.000891,0.166177
32.4,104115133.0,111160.3,20773706.8,hammer,0.832921,0.000889,0.166190
32.5,104113810.3,110894.9,20775294.8,hammer,0.832910,0.000887,0.166202
32.6,104112490.8,110630.2,20776879.0,hammer,0.832900,0.000885,0.166215
32.7,104111174.5,110366.1,20778459.4,hammer,0.832889,0.000883,0.166228
32.8,104109861.3,110102.7,20780036.1,hammer,0.832879,0.000881,0.166240
32.9,104108551.2,109839.8,20781609.0,hammer,0.832868,0.000879,0.166253
33.0,104107244.4,109577.6,20783178.1,hammer,0.832858,0.000877,0.166265
33.1,104105940.6,109315.9,20784743.5,hammer,0.832848,0.000875,0.166278
33.2,104104640.0,109054.9,20786305.1,hammer,0.832837,0.000872,0.166290
33.3,104103342.5,108794.5,20787863.1,hammer,0.832827,0.000870,0.166303
33.4,104102048.1,108534.6,20789417.3,hammer,0.832816,0.000868,0.166315
33.5,104100756.8,108275.4,20790967.8,hammer,0.832806,0.000866,0.166328
33.6,104099468.7,108016.8,20792514.6,hammer,0.832796,0.000864,0.166340
33.7,104098183.6,107758.8,20794057.6,hammer,0.832785,0.000862,0.166352
33.8,104096901.6,107501.4,20795597.1,hammer,0.832775,0.000860,0.166365
33.9,104095622.6,107244.6,20797132.8,hammer,0.832765,0.000858,0.166377
34.0,104094346.8,106988.3,20798664.9,hammer,0.832755,0.000856,0.166389
34.1,104093074.0,106732.7,20800193.3,hammer,0.832745,0.000854,0.166402
34.2,104091804.3,106477.7,20801718.0,hammer,0.832734,0.000852,0.166414
34.3,104090537.6,106223.3,20803239.1,hammer,0.832724,0.000850,0.166426
34.4,104089274.0,105969.4,20804756.6,hammer,0.832714,0.000848,0.166438
34.5,104088013.4,105716.2,20806270.4,hammer,0.832704,0.000846,0.166450
34.6,104086755.8,105463.5,20807780.7,hammer,0.832694,0.000844,0.166462
34.7,104085501.2,105211.5,20809287.3,hammer,0.832684,0.000842,0.166474
34.8,104084249.7,104960.0,20810790.3,hammer,0.832674,0.000840,0.166486
