時間	感受性者	感染者	回復者	フェーズ
0.0	124997000.0	2000.0	1000.0	dance
0.1	124996942.0	2038.0	1020.0	dance
0.2	124996882.9	2076.7	1040.4	hammer
0.3	124996870.4	2068.4	1061.1	hammer
0.4	124996858.0	2060.1	1081.8	hammer
0.5	124996845.7	2051.9	1102.4	hammer
0.6	124996833.4	2043.7	1123.0	hammer
0.7	124996821.1	2035.5	1143.4	hammer
0.8	124996808.9	2027.4	1163.7	hammer
0.9	124996796.7	2019.3	1184.0	hammer
1.0	124996784.6	2011.2	1204.2	hammer
1.1	124996772.5	2003.1	1224.3	hammer
1.2	124996760.5	1995.1	1244.4	hammer
1.3	124996748.6	1987.1	1264.3	dance
1.4	124996690.9	2024.9	1284.2	dance
1.5	124996632.2	2063.4	1304.4	dance
1.6	124996572.4	2102.6	1325.1	dance
1.7	124996511.4	2142.5	1346.1	dance
1.8	124996449.3	2183.2	1367.5	dance
1.9	124996386.0	2224.7	1389.3	dance
2.0	124996321.5	2267.0	1411.6	dance
2.1	124996255.7	2310.0	1434.3	dance
2.2	124996188.7	2353.9	1457.4	dance
2.3	124996120.5	2398.6	1480.9	dance
2.4	124996050.9	2444.2	1504.9	dance
2.5	124995980.0	2490.6	1529.3	dance
2.6	124995907.8	2538.0	1554.2	dance
2.7	124995834.2	2586.2	1579.6	hammer
2.8	124995818.7	2575.8	1605.5	hammer
2.9	124995803.3	2565.5	1631.2	hammer
3.0	124995787.9	2555.3	1656.9	hammer
3.1	124995772.5	2545.0	1682.4	hammer
3.2	124995757.3	2534.9	1707.9	hammer
3.3	124995742.1	2524.7	1733.2	hammer
3.4	124995726.9	2514.6	1758.5	hammer
3.5	124995711.8	2504.6	1783.6	hammer
3.6	124995696.8	2494.5	1808.7	hammer
3.7	124995681.8	2484.6	1833.6	hammer
3.8	124995666.9	2474.6	1858.5	hammer
3.9	124995652.1	2464.7	1883.2	hammer
4.0	124995637.3	2454.9	1907.9	hammer
4.1	124995622.6	2445.0	1932.4	hammer
4.2	124995607.9	2435.3	1956.9	hammer
4.3	124995593.3	2425.5	1981.2	hammer
4.4	124995578.7	2415.8	2005.5	hammer
4.5	124995564.2	2406.1	2029.6	hammer
4.6	124995549.8	2396.5	2053.7	hammer
4.7	124995535.4	2386.9	2077.7	hammer
4.8	124995521.1	2377.4	2101.5	hammer
4.9	124995506.8	2367.9	2125.3	hammer
5.0	124995492.6	2358.4	2149.0	hammer
5.1	124995478.5	2349.0	2172.6	hammer
5.2	124995464.4	2339.6	2196.0	hammer
5.3	124995450.3	2330.2	2219.4	hammer
5.4	124995436.4	2320.9	2242.7	hammer
5.5	124995422.4	2311.6	2266.0	hammer
5.6	124995408.6	2302.4	2289.1	hammer
5.7	124995394.8	2293.1	2312.1	hammer
5.8	124995381.0	2284.0	2335.0	hammer
5.9	124995367.3	2274.8	2357.9	hammer
6.0	124995353.7	2265.7	2380.6	hammer
6.1	124995340.1	2256.7	2403.3	hammer
6.2	124995326.5	2247.6	2425.8	hammer
6.3	124995313.0	2238.7	2448.3	hammer
6.4	124995299.6	2229.7	2470.7	hammer
6.5	124995286.2	2220.8	2493.0	hammer
6.6	124995272.9	2211.9	2515.2	hammer
6.7	124995259.6	2203.0	2537.3	hammer
6.8	124995246.4	2194.2	2559.4	hammer
6.9	124995233.3	2185.5	2581.3	hammer
7.0	124995220.1	2176.7	2603.2	hammer
7.1	124995207.1	2168.0	2624.9	hammer
7.2	124995194.1	2159.3	2646.6	hammer
7.3	124995181.1	2150.7	2668.2	hammer
7.4	124995168.2	2142.1	2689.7	hammer
7.5	124995155.4	2133.5	2711.1	hammer
7.6	124995142.6	2125.0	2732.5	hammer
7.7	124995129.8	2116.5	2753.7	hammer
7.8	124995117.1	2108.0	2774.9	hammer
7.9	124995104.5	2099.6	2795.9	hammer
8.0	124995091.9	2091.2	2816.9	hammer
8.1	124995079.3	2082.8	2837.9	hammer
8.2	124995066.8	2074.5	2858.7	hammer
8.3	124995054.4	2066.2	2879.4	hammer
8.4	124995042.0	2057.9	2900.1	hammer
8.5	124995029.6	2049.7	2920.7	hammer
8.6	124995017.3	2041.5	2941.2	hammer
8.7	124995005.1	2033.3	2961.6	hammer
8.8	124994992.9	2025.2	2981.9	hammer
8.9	124994980.7	2017.1	3002.2	hammer
9.0	124994968.6	2009.0	3022.3	hammer
9.1	124994956.6	2001.0	3042.4	hammer
9.2	124994944.6	1993.0	3062.4	hammer
9.3	124994932.6	1985.0	3082.4	dance
9.4	124994875.1	2022.7	3102.2	dance
9.5	124994816.4	2061.1	3122.4	dance
9.6	124994756.7	2100.3	3143.1	dance
9.7	124994695.7	2140.2	3164.1	dance
9.8	124994633.7	2180.9	3185.5	dance
9.9	124994570.4	2222.3	3207.3	dance
10.0	124994506.0	2264.5	3229.5	dance
10.1	124994440.3	2307.5	3252.1	dance
10.2	124994373.4	2351.4	3275.2	dance
10.3	124994305.2	2396.0	3298.7	dance
10.4	124994235.8	2441.5	3322.7	dance
10.5	124994165.0	2487.9	3347.1	dance
10.6	124994092.8	2535.2	3372.0	dance
10.7	124994019.3	2583.4	3397.3	dance
10.8	124993944.4	2632.4	3423.2	dance
10.9	124993868.1	2682.4	3449.5	dance
11.0	124993790.3	2733.4	3476.3	dance
11.1	124993711.0	2785.3	3503.6	dance
11.2	124993630.3	2838.2	3531.5	dance
11.3	124993548.0	2892.2	3559.9	dance
11.4	124993464.1	2947.1	3588.8	dance
11.5	124993378.6	3003.1	3618.3	dance
11.6	124993291.6	3060.1	3648.3	dance
11.7	124993202.8	3118.3	3678.9	dance
11.8	124993112.4	3177.5	3710.1	dance
11.9	124993020.3	3237.9	3741.9	dance
12.0	124992926.4	3299.4	3774.2	dance
12.1	124992830.7	3362.1	3807.2	dance
12.2	124992733.2	3425.9	3840.9	dance
12.3	124992633.9	3491.0	3875.1	dance
12.4	124992532.7	3557.3	3910.0	dance
12.5	124992429.5	3624.9	3945.6	dance
12.6	124992324.4	3693.8	3981.9	dance
12.7	124992217.3	3763.9	4018.8	dance
12.8	124992108.1	3835.4	4056.4	dance
12.9	124991996.9	3908.3	4094.8	dance
13.0	124991883.6	3982.5	4133.9	dance
13.1	124991768.1	4058.2	4173.7	dance
13.2	124991650.5	4135.3	4214.3	dance
13.3	124991530.6	4213.8	4255.6	dance
13.4	124991408.4	4293.9	4297.8	dance
13.5	124991283.9	4375.4	4340.7	dance
13.6	124991157.0	4458.6	4384.5	dance
13.7	124991027.7	4543.2	4429.0	dance
13.8	124990896.0	4629.5	4474.5	dance
13.9	124990761.7	4717.5	4520.8	dance
14.0	124990625.0	4807.1	4567.9	dance
14.1	124990485.6	4898.4	4616.0	hammer
14.2	124990456.2	4878.8	4665.0	hammer
14.3	124990426.9	4859.3	4713.8	hammer
14.4	124990397.8	4839.9	4762.4	hammer
14.5	124990368.7	4820.5	4810.8	hammer
14.6	124990339.8	4801.2	4859.0	hammer
14.7	124990311.0	4782.0	4907.0	hammer
14.8	124990282.3	4762.9	4954.8	hammer
14.9	124990253.7	4743.8	5002.4	hammer
15.0	124990225.3	4724.8	5049.9	hammer
15.1	124990196.9	4705.9	5097.1	hammer
15.2	124990168.7	4687.1	5144.2	hammer
15.3	124990140.6	4668.3	5191.1	hammer
15.4	124990112.6	4649.7	5237.7	hammer
15.5	124990084.7	4631.1	5284.2	hammer
15.6	124990056.9	4612.5	5330.6	hammer
15.7	124990029.2	4594.1	5376.7	hammer
15.8	124990001.7	4575.7	5422.6	hammer
15.9	124989974.2	4557.4	5468.4	hammer
16.0	124989946.9	4539.2	5513.9	hammer
16.1	124989919.7	4521.0	5559.3	hammer
16.2	124989892.5	4502.9	5604.6	hammer
16.3	124989865.5	4484.9	5649.6	hammer
16.4	124989838.6	4466.9	5694.4	hammer
16.5	124989811.8	4449.1	5739.1	hammer
16.6	124989785.1	4431.3	5783.6	hammer
16.7	124989758.6	4413.5	5827.9	hammer
16.8	124989732.1	4395.9	5872.0	hammer
16.9	124989705.7	4378.3	5916.0	hammer
17.0	124989679.4	4360.8	5959.8	hammer
17.1	124989653.3	4343.3	6003.4	hammer
17.2	124989627.2	4326.0	6046.8	hammer
17.3	124989601.3	4308.6	6090.1	hammer
17.4	124989575.4	4291.4	6133.2	hammer
17.5	124989549.7	4274.2	6176.1	hammer
17.6	124989524.0	4257.1	6218.8	hammer
17.7	124989498.5	4240.1	6261.4	hammer
17.8	124989473.1	4223.1	6303.8	hammer
17.9	124989447.7	4206.2	6346.0	hammer
18.0	124989422.5	4189.4	6388.1	hammer
18.1	124989397.4	4172.7	6430.0	hammer
18.2	124989372.3	4156.0	6471.7	hammer
18.3	124989347.4	4139.3	6513.3	hammer
18.4	124989322.6	4122.8	6554.7	hammer
18.5	124989297.8	4106.3	6595.9	hammer
18.6	124989273.2	4089.8	6637.0	hammer
18.7	124989248.7	4073.5	6677.9	hammer
18.8	124989224.2	4057.2	6718.6	hammer
18.9	124989199.9	4040.9	6759.2	hammer
19.0	124989175.7	4024.8	6799.6	hammer
19.1	124989151.5	4008.7	6839.8	hammer
19.2	124989127.5	3992.6	6879.9	hammer
19.3	124989103.5	3976.7	6919.8	hammer
19.4	124989079.7	3960.8	6959.6	hammer
19.5	124989055.9	3944.9	6999.2	hammer
19.6	124989032.2	3929.1	7038.7	hammer
19.7	124989008.7	3913.4	7077.9	hammer
19.8	124988985.2	3897.7	7117.1	hammer
19.9	124988961.8	3882.1	7156.1	hammer
20.0	124988938.5	3866.6	7194.9	hammer
20.1	124988915.3	3851.1	7233.5	hammer
20.2	124988892.2	3835.7	7272.1	hammer
20.3	124988869.2	3820.4	7310.4	hammer
20.4	124988846.3	3805.1	7348.6	hammer
20.5	124988823.5	3789.9	7386.7	hammer
20.6	124988800.7	3774.7	7424.6	hammer
20.7	124988778.1	3759.6	7462.3	hammer
20.8	124988755.5	3744.6	7499.9	hammer
20.9	124988733.1	3729.6	7537.4	hammer
21.0	124988710.7	3714.7	7574.7	hammer
21.1	124988688.4	3699.8	7611.8	hammer
21.2	124988666.2	3685.0	7648.8	hammer
21.3	124988644.1	3670.3	7685.6	hammer
21.4	124988622.1	3655.6	7722.3	hammer
21.5	124988600.2	3640.9	7758.9	hammer
21.6	124988578.3	3626.4	7795.3	hammer
21.7	124988556.6	3611.9	7831.6	hammer
21.8	124988534.9	3597.4	7867.7	hammer
21.9	124988513.3	3583.0	7903.7	hammer
22.0	124988491.8	3568.7	7939.5	hammer
22.1	124988470.4	3554.4	7975.2	hammer
22.2	124988449.1	3540.2	8010.7	hammer
22.3	124988427.8	3526.0	8046.1	hammer
22.4	124988406.7	3511.9	8081.4	hammer
22.5	124988385.6	3497.9	8116.5	hammer
22.6	124988364.6	3483.9	8151.5	hammer
22.7	124988343.7	3469.9	8186.3	hammer
22.8	124988322.9	3456.0	8221.0	hammer
22.9	124988302.2	3442.2	8255.6	hammer
23.0	124988281.5	3428.4	8290.0	hammer
23.1	124988261.0	3414.7	8324.3	hammer
23.2	124988240.5	3401.1	8358.4	hammer
23.3	124988220.1	3387.5	8392.5	hammer
23.4	124988199.8	3373.9	8426.3	hammer
23.5	124988179.5	3360.4	8460.1	hammer
23.6	124988159.4	3347.0	8493.7	hammer
23.7	124988139.3	3333.6	8527.1	hammer
23.8	124988119.3	3320.2	8560.5	hammer
23.9	124988099.4	3306.9	8593.7	hammer
24.0	124988079.5	3293.7	8626.7	hammer
24.1	124988059.8	3280.5	8659.7	hammer
24.2	124988040.1	3267.4	8692.5	hammer
24.3	124988020.5	3254.3	8725.2	hammer
24.4	124988001.0	3241.3	8757.7	hammer
24.5	124987981.5	3228.3	8790.1	hammer
24.6	124987962.2	3215.4	8822.4	hammer
24.7	124987942.9	3202.6	8854.6	hammer
24.8	124987923.7	3189.7	8886.6	hammer
24.9	124987904.5	3177.0	8918.5	hammer
25.0	124987885.5	3164.3	8950.3	hammer
25.1	124987866.5	3151.6	8981.9	hammer
25.2	124987847.6	3139.0	9013.4	hammer
25.3	124987828.8	3126.4	9044.8	hammer
25.4	124987810.0	3113.9	9076.1	hammer
25.5	124987791.3	3101.5	9107.2	hammer
25.6	124987772.7	3089.1	9138.2	hammer
25.7	124987754.2	3076.7	9169.1	hammer
25.8	124987735.7	3064.4	9199.9	hammer
25.9	124987717.3	3052.1	9230.5	hammer
26.0	124987699.0	3039.9	9261.0	hammer
26.1	124987680.8	3027.8	9291.4	hammer
26.2	124987662.6	3015.6	9321.7	hammer
26.3	124987644.6	3003.6	9351.9	hammer
26.4	124987626.5	2991.6	9381.9	hammer
26.5	124987608.6	2979.6	9411.8	hammer
26.6	124987590.7	2967.7	9441.6	hammer
26.7	124987572.9	2955.8	9471.3	hammer
26.8	124987555.2	2944.0	9500.9	hammer
26.9	124987537.5	2932.2	9530.3	hammer
27.0	124987519.9	2920.5	9559.6	hammer
27.1	124987502.4	2908.8	9588.8	hammer
27.2	124987485.0	2897.1	9617.9	hammer
27.3	124987467.6	2885.5	9646.9	hammer
27.4	124987450.3	2874.0	9675.7	hammer
27.5	124987433.0	2862.5	9704.5	hammer
27.6	124987415.9	2851.0	9733.1	hammer
27.7	124987398.8	2839.6	9761.6	hammer
27.8	124987381.7	2828.3	9790.0	hammer
27.9	124987364.8	2817.0	9818.3	hammer
28.0	124987347.9	2805.7	9846.5	hammer
28.1	124987331.0	2794.5	9874.5	hammer
28.2	124987314.3	2783.3	9902.5	hammer
28.3	124987297.6	2772.1	9930.3	hammer
28.4	124987280.9	2761.0	9958.0	hammer
28.5	124987264.4	2750.0	9985.6	hammer
28.6	124987247.9	2739.0	10013.1	hammer
28.7	124987231.4	2728.0	10040.5	hammer
28.8	124987215.1	2717.1	10067.8	hammer
28.9	124987198.8	2706.2	10095.0	hammer
29.0	124987182.5	2695.4	10122.0	hammer
29.1	124987166.4	2684.6	10149.0	hammer
29.2	124987150.3	2673.9	10175.8	hammer
29.3	124987134.2	2663.2	10202.6	hammer
29.4	124987118.3	2652.5	10229.2	hammer
29.5	124987102.3	2641.9	10255.7	hammer
29.6	124987086.5	2631.4	10282.1	hammer
29.7	124987070.7	2620.8	10308.5	hammer
29.8	124987055.0	2610.3	10334.7	hammer
29.9	124987039.3	2599.9	10360.8	hammer
30.0	124987023.7	2589.5	10386.8	hammer
30.1	124987008.2	2579.1	10412.7	hammer
30.2	124986992.7	2568.8	10438.5	hammer
30.3	124986977.3	2558.5	10464.1	hammer
30.4	124986962.0	2548.3	10489.7	hammer
30.5	124986946.7	2538.1	10515.2	hammer
30.6	124986931.5	2527.9	10540.6	hammer
30.7	124986916.3	2517.8	10565.9	hammer
30.8	124986901.2	2507.8	10591.1	hammer
30.9	124986886.2	2497.7	10616.1	hammer
31.0	124986871.2	2487.7	10641.1	hammer
31.1	124986856.2	2477.8	10666.0	hammer
31.2	124986841.4	2467.9	10690.8	hammer
31.3	124986826.6	2458.0	10715.4	hammer
31.4	124986811.8	2448.1	10740.0	hammer
31.5	124986797.1	2438.4	10764.5	hammer
31.6	124986782.5	2428.6	10788.9	hammer
31.7	124986768.0	2418.9	10813.2	hammer
31.8	124986753.4	2409.2	10837.4	hammer
31.9	124986739.0	2399.6	10861.5	hammer
32.0	124986724.6	2390.0	10885.4	hammer
32.1	124986710.3	2380.4	10909.3	hammer
32.2	124986696.0	2370.9	10933.2	hammer
32.3	124986681.8	2361.4	10956.9	hammer
32.4	124986667.6	2351.9	10980.5	hammer
32.5	124986653.5	2342.5	11004.0	hammer
32.6	124986639.4	2333.2	11027.4	hammer
32.7	124986625.4	2323.8	11050.7	hammer
32.8	124986611.5	2314.5	11074.0	hammer
32.9	124986597.6	2305.3	11097.1	hammer
33.0	124986583.8	2296.0	11120.2	hammer
33.1	124986570.0	2286.8	11143.1	hammer
33.2	124986556.3	2277.7	11166.0	hammer
33.3	124986542.6	2268.6	11188.8	hammer
33.4	124986529.0	2259.5	11211.5	hammer
33.5	124986515.5	2250.5	11234.1	hammer
33.6	124986502.0	2241.5	11256.6	hammer
33.7	124986488.5	2232.5	11279.0	hammer
33.8	124986475.1	2223.6	11301.3	hammer
33.9	124986461.8	2214.7	11323.6	hammer
34.0	124986448.5	2205.8	11345.7	hammer
34.1	124986435.3	2197.0	11367.8	hammer
34.2	124986422.1	2188.2	11389.7	hammer
34.3	124986409.0	2179.4	11411.6	hammer
34.4	124986395.9	2170.7	11433.4	hammer
34.5	124986382.9	2162.0	11455.1	hammer
34.6	124986369.9	2153.4	11476.7	hammer
34.7	124986357.0	2144.8	11498.3	hammer
34.8	124986344.1	2136.2	11519.7	hammer
34.9	124986331.3	2127.6	11541.1	hammer
35.0	124986318.5	2119.1	11562.3	hammer
35.1	124986305.8	2110.6	11583.5	hammer
35.2	124986293.2	2102.2	11604.6	hammer
35.3	124986280.6	2093.8	11625.7	hammer
35.4	124986268.0	2085.4	11646.6	hammer
35.5	124986255.5	2077.1	11667.5	hammer
35.6	124986243.0	2068.7	11688.2	hammer
35.7	124986230.6	2060.5	11708.9	hammer
35.8	124986218.3	2052.2	11729.5	hammer
35.9	124986205.9	2044.0	11750.0	hammer
36.0	124986193.7	2035.8	11770.5	hammer
36.1	124986181.5	2027.7	11790.8	hammer
36.2	124986169.3	2019.6	11811.1	hammer
36.3	124986157.2	2011.5	11831.3	hammer
36.4	124986145.1	2003.4	11851.4	hammer
36.5	124986133.1	1995.4	11871.5	hammer
36.6	124986121.1	1987.4	11891.4	dance
36.7	124986063.5	2025.2	11911.3	dance
36.8	124986004.8	2063.7	11931.5	dance
36.9	124985945.0	2102.8	11952.2	dance
37.0	124985884.0	2142.8	11973.2	dance
37.1	124985821.9	2183.5	11994.6	dance
37.2	124985758.6	2225.0	12016.5	dance
37.3	124985694.1	2267.2	12038.7	dance
37.4	124985628.3	2310.3	12061.4	dance
37.5	124985561.3	2354.2	12084.5	dance
37.6	124985493.1	2398.9	12108.0	dance
37.7	124985423.5	2444.4	12132.0	dance
37.8	124985352.7	2490.9	12156.5	dance
37.9	124985280.4	2538.2	12181.4	dance
38.0	124985206.9	2586.4	12206.8	dance
38.1	124985131.9	2635.5	12232.6	dance
38.2	124985055.5	2685.6	12259.0	dance
38.3	124984977.6	2736.6	12285.8	dance
38.4	124984898.3	2788.5	12313.2	dance
38.5	124984817.4	2841.5	12341.1	dance
38.6	124984735.0	2895.5	12369.5	dance
38.7	124984651.1	2950.5	12398.5	dance
38.8	124984565.5	3006.5	12428.0	dance
38.9	124984478.4	3063.6	12458.0	dance
39.0	124984389.5	3121.8	12488.7	dance
39.1	124984299.0	3181.1	12519.9	dance
39.2	124984206.8	3241.5	12551.7	dance
39.3	124984112.8	3303.1	12584.1	dance
39.4	124984017.1	3365.8	12617.1	dance
39.5	124983919.5	3429.7	12650.8	dance
39.6	124983820.0	3494.9	12685.1	dance
39.7	124983718.7	3561.2	12720.0	dance
39.8	124983615.5	3628.9	12755.7	dance
39.9	124983510.3	3697.8	12791.9	dance
40.0	124983403.0	3768.0	12828.9	dance
40.1	124983293.8	3839.6	12866.6	dance
40.2	124983182.5	3912.5	12905.0	dance
40.3	124983069.1	3986.8	12944.1	dance
40.4	124982953.5	4062.5	12984.0	dance
40.5	124982835.7	4139.7	13024.6	dance
40.6	124982715.7	4218.3	13066.0	dance
40.7	124982593.4	4298.4	13108.2	dance
40.8	124982468.7	4380.1	13151.2	dance
40.9	124982341.8	4463.3	13195.0	dance
41.0	124982212.4	4548.0	13239.6	dance
41.1	124982080.5	4634.4	13285.1	dance
41.2	124981946.1	4722.4	13331.4	dance
41.3	124981809.2	4812.1	13378.7	dance
41.4	124981669.7	4903.5	13426.8	dance
41.5	124981527.6	4996.6	13475.8	dance
41.6	124981382.7	5091.5	13525.8	dance
41.7	124981235.1	5188.2	13576.7	dance
41.8	124981084.7	5286.7	13628.6	dance
41.9	124980931.4	5387.1	13681.4	dance
42.0	124980775.2	5489.4	13735.3	dance
42.1	124980616.1	5593.7	13790.2	dance
42.2	124980453.9	5699.9	13846.2	dance
42.3	124980288.7	5808.2	13903.2	dance
42.4	124980120.3	5918.5	13961.2	dance
42.5	124979948.7	6030.9	14020.4	dance
42.6	124979773.9	6145.4	14080.7	dance
42.7	124979595.7	6262.1	14142.2	dance
42.8	124979414.2	6381.0	14204.8	dance
42.9	124979229.2	6502.2	14268.6	dance
43.0	124979040.7	6625.7	14333.6	dance
43.1	124978848.6	6751.5	14399.9	dance
43.2	124978652.9	6879.7	14467.4	dance
43.3	124978453.4	7010.4	14536.2	dance
43.4	124978250.2	7143.5	14606.3	dance
43.5	124978043.1	7279.1	14677.7	dance
43.6	124977832.1	7417.4	14750.5	dance
43.7	124977617.1	7558.2	14824.7	dance
43.8	124977398.0	7701.8	14900.3	dance
43.9	124977174.7	7848.0	14977.3	dance
44.0	124976947.2	7997.0	15055.8	dance
44.1	124976715.3	8148.9	15135.8	dance
44.2	124976479.1	8303.6	15217.2	dance
44.3	124976238.4	8461.3	15300.3	dance
44.4	124975993.1	8622.0	15384.9	dance
44.5	124975743.2	8785.7	15471.1	dance
44.6	124975488.5	8952.5	15559.0	dance
44.7	124975229.0	9122.5	15648.5	dance
44.8	124974964.5	9295.8	15739.7	dance
44.9	124974695.1	9472.3	15832.7	dance
45.0	124974420.5	9652.1	15927.4	dance
45.1	124974140.7	9835.4	16023.9	dance
45.2	124973855.6	10022.2	16122.3	dance
45.3	124973565.0	10212.5	16222.5	dance
45.4	124973269.0	10406.4	16324.6	dance
45.5	124972967.3	10604.0	16428.7	dance
45.6	124972660.0	10805.3	16534.7	dance
45.7	124972346.8	11010.5	16642.8	dance
45.8	124972027.6	11219.5	16752.9	dance
45.9	124971702.4	11432.6	16865.1	hammer
46.0	124971633.8	11386.8	16979.4	hammer
46.1	124971565.5	11341.2	17093.3	hammer
46.2	124971497.5	11295.8	17206.7	hammer
46.3	124971429.8	11250.6	17319.6	hammer
46.4	124971362.3	11205.6	17432.2	hammer
46.5	124971295.1	11160.7	17544.2	hammer
46.6	124971228.1	11116.0	17655.8	hammer
46.7	124971161.5	11071.5	17767.0	hammer
46.8	124971095.1	11027.2	17877.7	hammer
46.9	124971028.9	10983.1	17988.0	hammer
47.0	124970963.1	10939.1	18097.8	hammer
47.1	124970897.5	10895.3	18207.2	hammer
47.2	124970832.1	10851.7	18316.1	hammer
47.3	124970767.1	10808.3	18424.7	hammer
47.4	124970702.2	10765.0	18532.7	hammer
47.5	124970637.7	10721.9	18640.4	hammer
47.6	124970573.4	10679.0	18747.6	hammer
47.7	124970509.3	10636.3	18854.4	hammer
47.8	124970445.5	10593.7	18960.8	hammer
47.9	124970382.0	10551.3	19066.7	hammer
48.0	124970318.7	10509.1	19172.2	hammer
48.1	124970255.7	10467.0	19277.3	hammer
48.2	124970192.9	10425.1	19382.0	hammer
48.3	124970130.4	10383.4	19486.2	hammer
48.4	124970068.1	10341.8	19590.1	hammer
48.5	124970006.1	10300.4	19693.5	hammer
48.6	124969944.3	10259.2	19796.5	hammer
48.7	124969882.8	10218.1	19899.1	hammer
48.8	124969821.5	10177.2	20001.2	hammer
48.9	124969760.5	10136.5	20103.0	hammer
49.0	124969699.7	10095.9	20204.4	hammer
49.1	124969639.2	10055.5	20305.3	hammer
49.2	124969578.9	10015.2	20405.9	hammer
49.3	124969518.8	9975.1	20506.1	hammer
49.4	124969459.0	9935.2	20605.8	hammer
49.5	124969399.4	9895.4	20705.2	hammer
49.6	124969340.1	9855.8	20804.1	hammer
49.7	124969281.0	9816.4	20902.7	hammer
49.8	124969222.1	9777.1	21000.8	hammer
49.9	124969163.5	9737.9	21098.6	hammer
50.0	124969105.1	9699.0	21196.0	hammer
50.1	124969046.9	9660.1	21293.0	hammer
50.2	124968989.0	9621.5	21389.6	hammer
50.3	124968931.3	9583.0	21485.8	hammer
50.4	124968873.8	9544.6	21581.6	hammer
50.5	124968816.5	9506.4	21677.1	hammer
50.6	124968759.5	9468.3	21772.1	hammer
50.7	124968702.8	9430.4	21866.8	hammer
50.8	124968646.2	9392.7	21961.1	hammer
50.9	124968589.9	9355.1	22055.0	hammer
51.0	124968533.8	9317.6	22148.6	hammer
51.1	124968477.9	9280.3	22241.8	hammer
51.2	124968422.2	9243.2	22334.6	hammer
51.3	124968366.8	9206.2	22427.0	hammer
51.4	124968311.6	9169.3	22519.1	hammer
51.5	124968256.6	9132.6	22610.8	hammer
51.6	124968201.8	9096.1	22702.1	hammer
51.7	124968147.3	9059.7	22793.0	hammer
51.8	124968093.0	9023.4	22883.6	hammer
51.9	124968038.9	8987.3	22973.9	hammer
52.0	124967985.0	8951.3	23063.7	hammer
52.1	124967931.3	8915.5	23153.3	hammer
52.2	124967877.8	8879.8	23242.4	hammer
52.3	124967824.6	8844.2	23331.2	hammer
52.4	124967771.5	8808.8	23419.7	hammer
52.5	124967718.7	8773.6	23507.7	hammer
52.6	124967666.1	8738.4	23595.5	hammer
52.7	124967613.7	8703.5	23682.9	hammer
52.8	124967561.5	8668.6	23769.9	hammer
52.9	124967509.5	8633.9	23856.6	hammer
53.0	124967457.7	8599.3	23942.9	hammer
53.1	124967406.2	8564.9	24028.9	hammer
53.2	124967354.8	8530.6	24114.6	hammer
53.3	124967303.6	8496.5	24199.9	hammer
53.4	124967252.7	8462.5	24284.8	hammer
53.5	124967201.9	8428.6	24369.5	hammer
53.6	124967151.4	8394.9	24453.7	hammer
53.7	124967101.0	8361.3	24537.7	hammer
53.8	124967050.9	8327.8	24621.3	hammer
53.9	124967001.0	8294.4	24704.6	hammer
54.0	124966951.2	8261.2	24787.5	hammer
54.1	124966901.7	8228.2	24870.1	hammer
54.2	124966852.3	8195.2	24952.4	hammer
54.3	124966803.2	8162.4	25034.4	hammer
54.4	124966754.2	8129.7	25116.0	hammer
54.5	124966705.5	8097.2	25197.3	hammer
54.6	124966656.9	8064.8	25278.3	hammer
54.7	124966608.6	8032.5	25358.9	hammer
54.8	124966560.4	8000.3	25439.2	hammer
54.9	124966512.4	7968.3	25519.2	hammer
55.0	124966464.6	7936.4	25598.9	hammer
55.1	124966417.1	7904.7	25678.3	hammer
55.2	124966369.6	7873.0	25757.3	hammer
55.3	124966322.4	7841.5	25836.1	hammer
55.4	124966275.4	7810.1	25914.5	hammer
55.5	124966228.6	7778.8	25992.6	hammer
55.6	124966181.9	7747.7	26070.4	hammer
55.7	124966135.5	7716.7	26147.9	hammer
55.8	124966089.2	7685.8	26225.0	hammer
55.9	124966043.1	7655.0	26301.9	hammer
56.0	124965997.2	7624.4	26378.4	hammer
56.1	124965951.5	7593.8	26454.7	hammer
56.2	124965905.9	7563.4	26530.6	hammer
56.3	124965860.6	7533.2	26606.2	hammer
56.4	124965815.4	7503.0	26681.6	hammer
56.5	124965770.4	7473.0	26756.6	hammer
56.6	124965725.6	7443.1	26831.3	hammer
56.7	124965681.0	7413.3	26905.8	hammer
56.8	124965636.5	7383.6	26979.9	hammer
56.9	124965592.2	7354.0	27053.7	hammer
57.0	124965548.1	7324.6	27127.3	hammer
57.1	124965504.2	7295.3	27200.5	hammer
57.2	124965460.5	7266.1	27273.5	hammer
57.3	124965416.9	7237.0	27346.1	hammer
57.4	124965373.5	7208.0	27418.5	hammer
57.5	124965330.3	7179.1	27490.6	hammer
57.6	124965287.2	7150.4	27562.4	hammer
57.7	124965244.3	7121.8	27633.9	hammer
57.8	124965201.6	7093.3	27705.1	hammer
57.9	124965159.1	7064.9	27776.0	hammer
58.0	124965116.7	7036.6	27846.7	hammer
58.1	124965074.5	7008.4	27917.0	hammer
58.2	124965032.5	6980.4	27987.1	hammer
58.3	124964990.7	6952.4	28056.9	hammer
58.4	124964949.0	6924.6	28126.5	hammer
58.5	124964907.4	6896.9	28195.7	hammer
58.6	124964866.1	6869.2	28264.7	hammer
58.7	124964824.9	6841.7	28333.4	hammer
