時間	感受性者	感染者	回復者	フェーズ
174.2	124875096.9	13744.1	111158.9	dance
174.3	124874699.1	14004.5	111296.4	dance
174.4	124874293.8	14269.8	111436.4	dance
174.5	124873880.8	14540.1	111579.1	dance
174.6	124873460.0	14815.5	111724.5	dance
174.7	124873031.2	15096.1	111872.7	dance
174.8	124872594.3	15382.0	112023.6	dance
174.9	124872149.2	15673.4	112177.5	dance
175.0	124871695.6	15970.2	112334.2	dance
175.1	124871233.4	16272.7	112493.9	dance
175.2	124870762.4	16580.9	112656.6	dance
175.3	124870282.6	16895.0	112822.4	dance
175.4	124869793.7	17215.0	112991.4	dance
175.5	124869295.5	17541.0	113163.5	dance
175.6	124868787.8	17873.2	113338.9	dance
175.7	124868270.6	18211.7	113517.7	dance
175.8	124867743.6	18556.6	113699.8	dance
175.9	124867206.6	18908.1	113885.4	dance
176.0	124866659.4	19266.2	114074.4	dance
176.1	124866101.9	19631.0	114267.1	dance
176.2	124865533.8	20002.8	114463.4	dance
176.3	124864955.0	20381.6	114663.4	dance
176.4	124864365.2	20767.6	114867.3	dance
176.5	124863764.2	21160.9	115074.9	dance
176.6	124863151.9	21561.6	115286.5	dance
176.7	124862528.0	21969.9	115502.2	dance
176.8	124861892.2	22385.9	115721.9	dance
176.9	124861244.5	22809.8	115945.7	dance
177.0	124860584.5	23241.7	116173.8	dance
177.1	124859912.0	23681.8	116406.2	dance
177.2	124859226.7	24130.2	116643.0	dance
177.3	124858528.5	24587.1	116884.3	dance
177.4	124857817.1	25052.7	117130.2	dance
177.5	124857092.2	25527.0	117380.7	dance
177.6	124856353.6	26010.3	117636.0	dance
177.7	124855601.1	26502.8	117896.1	dance
177.8	124854834.3	27004.6	118161.1	dance
177.9	124854053.0	27515.9	118431.2	dance
178.0	124853256.9	28036.8	118706.4	dance
178.1	124852445.7	28567.6	118986.7	dance
178.2	124851619.2	29108.4	119272.4	dance
178.3	124850777.1	29659.5	119563.5	dance
178.4	124849919.0	30220.9	119860.1	dance
178.5	124849044.7	30793.0	120162.3	dance
178.6	124848153.8	31376.0	120470.2	dance
178.7	124847246.1	31969.9	120784.0	dance
178.8	124846321.3	32575.1	121103.7	dance
178.9	124845378.9	33191.7	121429.4	dance
179.0	124844418.7	33819.9	121761.3	dance
179.1	124843440.4	34460.1	122099.5	dance
179.2	124842443.6	35112.3	122444.1	dance
179.3	124841427.9	35776.9	122795.3	dance
179.4	124840393.0	36454.0	123153.0	dance
179.5	124839338.5	37143.9	123517.6	dance
179.6	124838264.1	37846.9	123889.0	dance
179.7	124837169.4	38563.1	124267.5	dance
179.8	124836054.0	39292.9	124653.1	hammer
179.9	124835818.8	39135.1	125046.0	hammer
180.0	124835584.6	38978.0	125437.4	hammer
180.1	124835351.4	38821.5	125827.2	hammer
180.2	124835119.1	38665.6	126215.4	hammer
180.3	124834887.7	38510.3	126602.0	hammer
180.4	124834657.2	38355.6	126987.1	hammer
180.5	124834427.7	38201.6	127370.7	hammer
180.6	124834199.1	38048.2	127752.7	hammer
180.7	124833971.4	37895.4	128133.2	hammer
180.8	124833744.6	37743.2	128512.2	hammer
180.9	124833518.8	37591.6	128889.6	hammer
181.0	124833293.8	37440.7	129265.5	hammer
181.1	124833069.8	37290.3	129639.9	hammer
181.2	124832846.6	37140.5	130012.8	hammer
181.3	124832624.4	36991.4	130384.2	hammer
181.4	124832403.0	36842.8	130754.1	hammer
181.5	124832182.6	36694.9	131122.6	hammer
181.6	124831963.0	36547.5	131489.5	hammer
181.7	124831744.3	36400.7	131855.0	hammer
181.8	124831526.5	36254.5	132219.0	hammer
181.9	124831309.5	36108.9	132581.5	hammer
182.0	124831093.5	35963.9	132942.6	hammer
182.1	124830878.3	35819.5	133302.3	hammer
182.2	124830663.9	35675.6	133660.5	hammer
182.3	124830450.5	35532.3	134017.2	hammer
182.4	124830237.9	35389.6	134372.5	hammer
182.5	124830026.1	35247.5	134726.4	hammer
182.6	124829815.2	35105.9	135078.9	hammer
182.7	124829605.1	34964.9	135430.0	hammer
182.8	124829395.9	34824.5	135779.6	hammer
182.9	124829187.5	34684.6	136127.9	hammer
183.0	124828980.0	34545.3	136474.7	hammer
183.1	124828773.3	34406.6	136820.2	hammer
183.2	124828567.4	34268.4	137164.2	hammer
183.3	124828362.4	34130.7	137506.9	hammer
183.4	124828158.1	33993.6	137848.2	hammer
183.5	124827954.7	33857.1	138188.2	hammer
183.6	124827752.2	33721.1	138526.7	hammer
183.7	124827550.4	33585.7	138863.9	hammer
183.8	124827349.4	33450.8	139199.8	hammer
183.9	124827149.3	33316.4	139534.3	hammer
184.0	124826949.9	33182.6	139867.5	hammer
184.1	124826751.4	33049.3	140199.3	hammer
184.2	124826553.6	32916.6	140529.8	hammer
184.3	124826356.7	32784.4	140858.9	hammer
184.4	124826160.5	32652.7	141186.8	hammer
184.5	124825965.2	32521.5	141513.3	hammer
184.6	124825770.6	32390.9	141838.5	hammer
184.7	124825576.8	32260.8	142162.4	hammer
184.8	124825383.7	32131.2	142485.1	hammer
184.9	124825191.5	32002.1	142806.4	hammer
185.0	124825000.0	31873.6	143126.4	hammer
185.1	124824809.3	31745.6	143445.1	hammer
185.2	124824619.4	31618.1	143762.6	hammer
185.3	124824430.2	31491.1	144078.8	hammer
185.4	124824241.8	31364.6	144393.7	hammer
185.5	124824054.1	31238.6	144707.3	hammer
185.6	124823867.2	31113.1	145019.7	hammer
185.7	124823681.1	30988.1	145330.8	hammer
185.8	124823495.7	30863.6	145640.7	hammer
185.9	124823311.0	30739.7	145949.3	hammer
186.0	124823127.1	30616.2	146256.7	hammer
186.1	124822943.9	30493.2	146562.9	hammer
186.2	124822761.5	30370.7	146867.8	hammer
186.3	124822579.7	30248.7	147171.5	hammer
186.4	124822398.8	30127.2	147474.0	hammer
186.5	124822218.5	30006.2	147775.3	hammer
186.6	124822039.0	29885.6	148075.4	hammer
186.7	124821860.2	29765.6	148374.2	hammer
186.8	124821682.1	29646.0	148671.9	hammer
186.9	124821504.7	29526.9	148968.3	hammer
187.0	124821328.1	29408.3	149263.6	hammer
187.1	124821152.1	29290.2	149557.7	hammer
187.2	124820976.9	29172.5	149850.6	hammer
187.3	124820802.4	29055.3	150142.3	hammer
187.4	124820628.5	28938.6	150432.9	hammer
187.5	124820455.4	28822.3	150722.3	hammer
187.6	124820283.0	28706.6	151010.5	hammer
187.7	124820111.2	28591.2	151297.5	hammer
187.8	124819940.2	28476.4	151583.5	hammer
187.9	124819769.8	28362.0	151868.2	hammer
188.0	124819600.1	28248.0	152151.8	hammer
188.1	124819431.1	28134.6	152434.3	hammer
188.2	124819262.8	28021.5	152715.7	hammer
188.3	124819095.2	27909.0	152995.9	hammer
188.4	124818928.2	27796.8	153275.0	hammer
188.5	124818761.9	27685.2	153552.9	hammer
188.6	124818596.3	27574.0	153829.8	hammer
188.7	124818431.3	27463.2	154105.5	hammer
188.8	124818267.0	27352.8	154380.2	hammer
188.9	124818103.4	27243.0	154653.7	hammer
189.0	124817940.4	27133.5	154926.1	hammer
189.1	124817778.0	27024.5	155197.5	hammer
189.2	124817616.4	26915.9	155467.7	hammer
189.3	124817455.3	26807.8	155736.9	hammer
189.4	124817295.0	26700.1	156004.9	hammer
189.5	124817135.2	26592.8	156271.9	hammer
189.6	124816976.1	26486.0	156537.9	hammer
189.7	124816817.7	26379.6	156802.7	hammer
189.8	124816659.9	26273.6	157066.5	hammer
189.9	124816502.7	26168.0	157329.3	hammer
190.0	124816346.1	26062.9	157590.9	hammer
190.1	124816190.2	25958.2	157851.6	hammer
190.2	124816034.9	25853.9	158111.2	hammer
190.3	124815880.3	25750.0	158369.7	hammer
190.4	124815726.2	25646.6	158627.2	hammer
190.5	124815572.8	25543.5	158883.7	hammer
190.6	124815420.0	25440.9	159139.1	hammer
190.7	124815267.8	25338.7	159393.5	hammer
190.8	124815116.2	25236.9	159646.9	hammer
190.9	124814965.2	25135.5	159899.3	hammer
191.0	124814814.9	25034.5	160150.6	hammer
191.1	124814665.1	24933.9	160401.0	hammer
191.2	124814516.0	24833.8	160650.3	hammer
191.3	124814367.4	24734.0	160898.6	hammer
191.4	124814219.4	24634.6	161146.0	hammer
191.5	124814072.1	24535.6	161392.3	hammer
191.6	124813925.3	24437.0	161637.7	hammer
191.7	124813779.1	24338.9	161882.0	hammer
191.8	124813633.5	24241.1	162125.4	hammer
191.9	124813488.5	24143.7	162367.8	hammer
192.0	124813344.1	24046.7	162609.3	hammer
192.1	124813200.2	23950.0	162849.7	hammer
192.2	124813056.9	23853.8	163089.3	hammer
192.3	124812914.2	23758.0	163327.8	hammer
192.4	124812772.1	23662.5	163565.4	hammer
192.5	124812630.6	23567.4	163802.0	hammer
192.6	124812489.6	23472.7	164037.7	hammer
192.7	124812349.2	23378.4	164272.4	hammer
192.8	124812209.3	23284.5	164506.2	hammer
192.9	124812070.0	23190.9	164739.0	hammer
193.0	124811931.3	23097.8	164970.9	hammer
193.1	124811793.1	23005.0	165201.9	hammer
193.2	124811655.5	22912.5	165432.0	hammer
193.3	124811518.5	22820.5	165661.1	hammer
193.4	124811382.0	22728.8	165889.3	hammer
193.5	124811246.0	22637.4	166116.6	hammer
193.6	124811110.6	22546.5	166343.0	hammer
193.7	124810975.7	22455.9	166568.4	hammer
193.8	124810841.4	22365.6	166793.0	hammer
193.9	124810707.6	22275.8	167016.6	hammer
194.0	124810574.3	22186.3	167239.4	hammer
194.1	124810441.6	22097.1	167461.3	hammer
194.2	124810309.4	22008.3	167682.2	hammer
194.3	124810177.8	21919.9	167902.3	hammer
194.4	124810046.7	21831.8	168121.5	hammer
194.5	124809916.1	21744.1	168339.8	hammer
194.6	124809786.0	21656.7	168557.3	hammer
194.7	124809656.5	21569.7	168773.8	hammer
194.8	124809527.4	21483.0	168989.5	hammer
194.9	124809398.9	21396.7	169204.4	hammer
195.0	124809270.9	21310.7	169418.3	hammer
195.1	124809143.5	21225.1	169631.4	hammer
195.2	124809016.5	21139.8	169843.7	hammer
195.3	124808890.1	21054.9	170055.1	hammer
195.4	124808764.1	20970.3	170265.6	hammer
195.5	124808638.7	20886.0	170475.3	hammer
195.6	124808513.7	20802.1	170684.2	hammer
195.7	124808389.3	20718.5	170892.2	hammer
195.8	124808265.4	20635.2	171099.4	hammer
195.9	124808142.0	20552.3	171305.8	hammer
196.0	124808019.0	20469.7	171511.3	hammer
196.1	124807896.6	20387.4	171716.0	hammer
196.2	124807774.6	20305.5	171919.8	hammer
196.3	124807653.2	20223.9	172122.9	hammer
196.4	124807532.2	20142.7	172325.1	hammer
196.5	124807411.7	20061.7	172526.6	hammer
196.6	124807291.7	19981.1	172727.2	hammer
196.7	124807172.2	19900.8	172927.0	hammer
196.8	124807053.2	19820.8	173126.0	hammer
196.9	124806934.6	19741.2	173324.2	hammer
197.0	124806816.5	19661.9	173521.6	hammer
197.1	124806698.9	19582.8	173718.2	hammer
197.2	124806581.8	19504.1	173914.1	hammer
197.3	124806465.1	19425.8	174109.1	hammer
197.4	124806348.9	19347.7	174303.4	hammer
197.5	124806233.2	19270.0	174496.8	hammer
197.6	124806117.9	19192.5	174689.5	hammer
197.7	124806003.1	19115.4	174881.5	hammer
197.8	124805888.8	19038.6	175072.6	hammer
197.9	124805774.9	18962.1	175263.0	hammer
198.0	124805661.5	18885.9	175452.6	hammer
198.1	124805548.5	18810.0	175641.5	hammer
198.2	124805436.0	18734.4	175829.6	hammer
198.3	124805324.0	18659.1	176016.9	hammer
198.4	124805212.4	18584.1	176203.5	hammer
198.5	124805101.2	18509.4	176389.4	hammer
198.6	124804990.5	18435.0	176574.5	hammer
198.7	124804880.2	18361.0	176758.8	hammer
198.8	124804770.4	18287.2	176942.4	hammer
198.9	124804661.0	18213.7	177125.3	hammer
199.0	124804552.1	18140.5	177307.4	hammer
199.1	124804443.6	18067.6	177488.8	hammer
199.2	124804335.5	17995.0	177669.5	hammer
199.3	124804227.9	17922.6	177849.5	hammer
199.4	124804120.7	17850.6	178028.7	hammer
199.5	124804013.9	17778.9	178207.2	hammer
199.6	124803907.6	17707.4	178385.0	hammer
199.7	124803801.7	17636.3	178562.1	hammer
199.8	124803696.2	17565.4	178738.4	hammer
199.9	124803591.1	17494.8	178914.1	hammer
200.0	124803486.5	17424.5	179089.0	hammer
200.1	124803382.3	17354.5	179263.3	hammer
200.2	124803278.5	17284.7	179436.8	hammer
200.3	124803175.1	17215.3	179609.7	hammer
200.4	124803072.1	17146.1	179781.8	hammer
200.5	124802969.6	17077.2	179953.3	hammer
200.6	124802867.4	17008.5	180124.0	hammer
200.7	124802765.7	16940.2	180294.1	hammer
200.8	124802664.4	16872.1	180463.5	hammer
200.9	124802563.5	16804.3	180632.2	hammer
201.0	124802463.0	16736.7	180800.3	hammer
201.1	124802362.9	16669.5	180967.7	hammer
201.2	124802263.2	16602.5	181134.4	hammer
201.3	124802163.9	16535.8	181300.4	hammer
201.4	124802065.0	16469.3	181465.7	hammer
201.5	124801966.5	16403.1	181630.4	hammer
201.6	124801868.3	16337.2	181794.5	hammer
201.7	124801770.6	16271.5	181957.8	hammer
201.8	124801673.3	16206.1	182120.5	hammer
201.9	124801576.4	16141.0	182282.6	hammer
202.0	124801479.8	16076.1	182444.0	hammer
202.1	124801383.7	16011.5	182604.8	hammer
202.2	124801287.9	15947.2	182764.9	hammer
202.3	124801192.6	15883.1	182924.4	hammer
202.4	124801097.6	15819.2	183083.2	hammer
202.5	124801002.9	15755.7	183241.4	hammer
202.6	124800908.7	15692.3	183398.9	hammer
202.7	124800814.9	15629.3	183555.9	hammer
202.8	124800721.4	15566.5	183712.2	hammer
202.9	124800628.3	15503.9	183867.8	hammer
203.0	124800535.5	15441.6	184022.9	hammer
203.1	124800443.2	15379.5	184177.3	hammer
203.2	124800351.2	15317.7	184331.1	hammer
203.3	124800259.6	15256.1	184484.3	hammer
203.4	124800168.4	15194.8	184636.8	hammer
203.5	124800077.5	15133.8	184788.8	hammer
203.6	124799987.0	15072.9	184940.1	hammer
203.7	124799896.8	15012.4	185090.8	hammer
203.8	124799807.0	14952.0	185241.0	hammer
203.9	124799717.6	14891.9	185390.5	hammer
204.0	124799628.5	14832.1	185539.4	hammer
204.1	124799539.8	14772.5	185687.7	hammer
204.2	124799451.5	14713.1	185835.4	hammer
204.3	124799363.5	14653.9	185982.6	hammer
204.4	124799275.8	14595.0	186129.1	hammer
204.5	124799188.6	14536.4	186275.1	hammer
204.6	124799101.6	14478.0	186420.4	hammer
204.7	124799015.0	14419.8	186565.2	hammer
204.8	124798928.8	14361.8	186709.4	hammer
204.9	124798842.9	14304.1	186853.0	hammer
205.0	124798757.3	14246.6	186996.1	hammer
205.1	124798672.1	14189.3	187138.5	hammer
205.2	124798587.3	14132.3	187280.4	hammer
205.3	124798502.8	14075.5	187421.7	hammer
205.4	124798418.6	14018.9	187562.5	hammer
205.5	124798334.7	13962.6	187702.7	hammer
205.6	124798251.2	13906.5	187842.3	hammer
205.7	124798168.1	13850.6	187981.4	hammer
205.8	124798085.2	13794.9	188119.9	hammer
205.9	124798002.7	13739.4	188257.8	hammer
206.0	124797920.6	13684.2	188395.2	hammer
206.1	124797838.7	13629.2	188532.1	hammer
206.2	124797757.2	13574.4	188668.4	hammer
206.3	124797676.0	13519.9	188804.1	hammer
206.4	124797595.2	13465.5	188939.3	hammer
206.5	124797514.6	13411.4	189074.0	hammer
206.6	124797434.4	13357.5	189208.1	hammer
206.7	124797354.5	13303.8	189341.6	hammer
206.8	124797275.0	13250.3	189474.7	hammer
206.9	124797195.7	13197.1	189607.2	hammer
207.0	124797116.8	13144.0	189739.2	hammer
207.1	124797038.2	13091.2	189870.6	hammer
207.2	124796959.9	13038.6	190001.5	hammer
207.3	124796881.9	12986.2	190131.9	hammer
207.4	124796804.3	12934.0	190261.8	hammer
207.5	124796726.9	12882.0	190391.1	hammer
207.6	124796649.9	12830.2	190519.9	hammer
207.7	124796573.1	12778.6	190648.2	hammer
207.8	124796496.7	12727.3	190776.0	hammer
207.9	124796420.6	12676.1	190903.3	hammer
208.0	124796344.8	12625.2	191030.0	hammer
208.1	124796269.3	12574.4	191156.3	hammer
208.2	124796194.1	12523.9	191282.0	hammer
208.3	124796119.2	12473.5	191407.3	hammer
208.4	124796044.6	12423.4	191532.0	hammer
208.5	124795970.3	12373.5	191656.2	hammer
208.6	124795896.3	12323.7	191780.0	hammer
208.7	124795822.6	12274.2	191903.2	hammer
208.8	124795749.2	12224.9	192026.0	hammer
208.9	124795676.1	12175.7	192148.2	hammer
209.0	124795603.3	12126.8	192270.0	hammer
209.1	124795530.7	12078.0	192391.2	hammer
209.2	124795458.5	12029.5	192512.0	hammer
209.3	124795386.6	11981.1	192632.3	hammer
209.4	124795314.9	11933.0	192752.1	hammer
209.5	124795243.5	11885.0	192871.5	hammer
209.6	124795172.5	11837.2	192990.3	hammer
209.7	124795101.7	11789.6	193108.7	hammer
209.8	124795031.2	11742.3	193226.6	hammer
209.9	124794961.0	11695.1	193344.0	hammer
210.0	124794891.0	11648.0	193460.9	hammer
210.1	124794821.4	11601.2	193577.4	hammer
210.2	124794752.0	11554.6	193693.4	hammer
210.3	124794682.9	11508.1	193809.0	hammer
210.4	124794614.1	11461.9	193924.1	hammer
210.5	124794545.5	11415.8	194038.7	hammer
210.6	124794477.2	11369.9	194152.8	hammer
210.7	124794409.2	11324.2	194266.5	hammer
210.8	124794341.5	11278.7	194379.8	hammer
210.9	124794274.1	11233.4	194492.6	hammer
211.0	124794206.9	11188.2	194604.9	hammer
211.1	124794140.0	11143.2	194716.8	hammer
211.2	124794073.3	11098.4	194828.2	hammer
211.3	124794007.0	11053.8	194939.2	hammer
211.4	124793940.9	11009.4	195049.7	hammer
211.5	124793875.0	10965.1	195159.8	hammer
211.6	124793809.5	10921.1	195269.5	hammer
211.7	124793744.1	10877.2	195378.7	hammer
211.8	124793679.1	10833.4	195487.5	hammer
211.9	124793614.3	10789.9	195595.8	hammer
212.0	124793549.8	10746.5	195703.7	hammer
212.1	124793485.5	10703.3	195811.2	hammer
212.2	124793421.5	10660.3	195918.2	hammer
212.3	124793357.8	10617.4	196024.8	hammer
212.4	124793294.3	10574.8	196131.0	hammer
212.5	124793231.0	10532.3	196236.7	hammer
212.6	124793168.0	10489.9	196342.0	hammer
212.7	124793105.3	10447.7	196446.9	hammer
212.8	124793042.8	10405.7	196551.4	hammer
212.9	124792980.6	10363.9	196655.5	hammer
213.0	124792918.6	10322.3	196759.1	hammer
213.1	124792856.9	10280.8	196862.3	hammer
213.2	124792795.4	10239.4	196965.1	hammer
213.3	124792734.2	10198.3	197067.5	hammer
213.4	124792673.2	10157.3	197169.5	hammer
213.5	124792612.5	10116.4	197271.1	hammer
213.6	124792552.0	10075.8	197372.3	hammer
213.7	124792491.7	10035.3	197473.0	hammer
213.8	124792431.7	9994.9	197573.4	hammer
213.9	124792371.9	9954.8	197673.3	hammer
214.0	124792312.4	9914.7	197772.9	hammer
214.1	124792253.1	9874.9	197872.0	hammer
214.2	124792194.0	9835.2	197970.8	hammer
214.3	124792135.2	9795.6	198069.1	hammer
214.4	124792076.7	9756.3	198167.1	hammer
214.5	124792018.3	9717.1	198264.6	hammer
214.6	124791960.2	9678.0	198361.8	hammer
214.7	124791902.3	9639.1	198458.6	hammer
214.8	124791844.7	9600.3	198555.0	hammer
214.9	124791787.3	9561.7	198651.0	hammer
215.0	124791730.1	9523.3	198746.6	hammer
215.1	124791673.1	9485.0	198841.8	hammer
215.2	124791616.4	9446.9	198936.7	hammer
215.3	124791559.9	9408.9	199031.2	hammer
215.4	124791503.7	9371.1	199125.2	hammer
215.5	124791447.6	9333.4	199219.0	hammer
215.6	124791391.8	9295.9	199312.3	hammer
215.7	124791336.2	9258.5	199405.2	hammer
215.8	124791280.9	9221.3	199497.8	hammer
215.9	124791225.7	9184.2	199590.0	hammer
216.0	124791170.8	9147.3	199681.9	hammer
216.1	124791116.1	9110.5	199773.4	hammer
216.2	124791061.6	9073.9	199864.5	hammer
216.3	124791007.4	9037.4	199955.2	hammer
216.4	124790953.3	9001.1	200045.6	hammer
216.5	124790899.5	8964.9	200135.6	hammer
216.6	124790845.9	8928.9	200225.2	hammer
216.7	124790792.5	8893.0	200314.5	hammer
216.8	124790739.3	8857.2	200403.5	hammer
216.9	124790686.3	8821.6	200492.0	hammer
217.0	124790633.6	8786.2	200580.2	hammer
217.1	124790581.0	8750.9	200668.1	hammer
217.2	124790528.7	8715.7	200755.6	hammer
217.3	124790476.6	8680.6	200842.8	hammer
217.4	124790424.7	8645.7	200929.6	hammer
217.5	124790373.0	8611.0	201016.0	hammer
217.6	124790321.5	8576.4	201102.1	hammer
217.7	124790270.2	8541.9	201187.9	hammer
217.8	124790219.1	8507.5	201273.3	hammer
217.9	124790168.2	8473.3	201358.4	hammer
218.0	124790117.6	8439.3	201443.1	hammer
218.1	124790067.1	8405.4	201527.5	hammer
218.2	124790016.9	8371.6	201611.6	hammer
218.3	124789966.8	8337.9	201695.3	hammer
218.4	124789916.9	8304.4	201778.7	hammer
218.5	124789867.3	8271.0	201861.7	hammer
218.6	124789817.8	8237.8	201944.4	hammer
218.7	124789768.6	8204.6	202026.8	hammer
218.8	124789719.5	8171.7	202108.9	hammer
218.9	124789670.6	8138.8	202190.6	hammer
219.0	124789622.0	8106.1	202272.0	hammer
219.1	124789573.5	8073.5	202353.0	hammer
219.2	124789525.2	8041.0	202433.8	hammer
219.3	124789477.1	8008.7	202514.2	hammer
219.4	124789429.2	7976.5	202594.3	hammer
219.5	124789381.5	7944.4	202674.0	hammer
219.6	124789334.0	7912.5	202753.5	hammer
219.7	124789286.7	7880.7	202832.6	hammer
219.8	124789239.6	7849.0	202911.4	hammer
219.9	124789192.7	7817.5	202989.9	hammer
220.0	124789145.9	7786.0	203068.1	hammer
220.1	124789099.3	7754.7	203145.9	hammer
220.2	124789053.0	7723.6	203223.5	hammer
220.3	124789006.8	7692.5	203300.7	hammer
220.4	124788960.8	7661.6	203377.6	hammer
220.5	124788915.0	7630.8	203454.2	hammer
220.6	124788869.3	7600.1	203530.6	hammer
220.7	124788823.9	7569.5	203606.6	hammer
220.8	124788778.6	7539.1	203682.2	hammer
220.9	124788733.6	7508.8	203757.6	hammer
221.0	124788688.7	7478.6	203832.7	hammer
221.1	124788643.9	7448.6	203907.5	hammer
221.2	124788599.4	7418.6	203982.0	hammer
221.3	124788555.0	7388.8	204056.2	hammer
221.4	124788510.8	7359.1	204130.1	hammer
221.5	124788466.8	7329.5	204203.7	hammer
221.6	124788423.0	7300.0	204277.0	hammer
221.7	124788379.4	7270.7	204350.0	hammer
221.8	124788335.9	7241.4	204422.7	hammer
221.9	124788292.6	7212.3	204495.1	hammer
222.0	124788249.5	7183.3	204567.2	hammer
222.1	124788206.5	7154.5	204639.0	hammer
222.2	124788163.7	7125.7	204710.6	hammer
222.3	124788121.1	7097.0	204781.8	hammer
222.4	124788078.7	7068.5	204852.8	hammer
222.5	124788036.4	7040.1	204923.5	hammer
222.6	124787994.3	7011.8	204993.9	hammer
222.7	124787952.4	6983.6	205064.0	hammer
222.8	124787910.6	6955.5	205133.9	hammer
222.9	124787869.0	6927.6	205203.4	hammer
223.0	124787827.6	6899.7	205272.7	hammer
223.1	124787786.3	6872.0	205341.7	hammer
223.2	124787745.3	6844.3	205410.4	hammer
223.3	124787704.3	6816.8	205478.8	hammer
223.4	124787663.6	6789.4	205547.0	hammer
223.5	124787623.0	6762.1	205614.9	hammer
223.6	124787582.5	6734.9	205682.5	hammer
223.7	124787542.3	6707.9	205749.9	hammer
223.8	124787502.1	6680.9	205817.0	hammer
223.9	124787462.2	6654.0	205883.8	hammer
224.0	124787422.4	6627.3	205950.3	hammer
224.1	124787382.8	6600.6	206016.6	hammer
224.2	124787343.3	6574.1	206082.6	hammer
224.3	124787304.0	6547.7	206148.3	hammer
224.4	124787264.9	6521.3	206213.8	hammer
224.5	124787225.9	6495.1	206279.0	hammer
224.6	124787187.0	6469.0	206344.0	hammer
224.7	124787148.3	6443.0	206408.7	hammer
224.8	124787109.8	6417.1	206473.1	hammer
224.9	124787071.4	6391.3	206537.3	hammer
225.0	124787033.2	6365.6	206601.2	hammer
225.1	124786995.2	6340.0	206664.8	hammer
225.2	124786957.2	6314.5	206728.2	hammer
225.3	124786919.5	6289.1	206791.4	hammer
225.4	124786881.9	6263.9	206854.3	hammer
225.5	124786844.4	6238.7	206916.9	hammer
225.6	124786807.1	6213.6	206979.3	hammer
225.7	124786770.0	6188.6	207041.4	hammer
225.8	124786733.0	6163.7	207103.3	hammer
225.9	124786696.1	6138.9	207164.9	hammer
226.0	124786659.4	6114.3	207226.3	hammer
226.1	124786622.8	6089.7	207287.5	hammer
226.2	124786586.4	6065.2	207348.4	hammer
226.3	124786550.2	6040.8	207409.0	hammer
226.4	124786514.0	6016.5	207469.4	hammer
226.5	124786478.1	5992.3	207529.6	hammer
226.6	124786442.2	5968.2	207589.5	hammer
226.7	124786406.5	5944.3	207649.2	hammer
226.8	124786371.0	5920.4	207708.6	hammer
226.9	124786335.6	5896.5	207767.9	hammer
227.0	124786300.3	5872.8	207826.8	hammer
227.1	124786265.2	5849.2	207885.5	hammer
227.2	124786230.2	5825.7	207944.0	hammer
227.3	124786195.4	5802.3	208002.3	hammer
227.4	124786160.7	5779.0	208060.3	hammer
227.5	124786126.2	5755.7	208118.1	hammer
227.6	124786091.7	5732.6	208175.7	hammer
227.7	124786057.5	5709.5	208233.0	hammer
227.8	124786023.3	5686.6	208290.1	hammer
227.9	124785989.3	5663.7	208347.0	hammer
228.0	124785955.5	5641.0	208403.6	hammer
228.1	124785921.7	5618.3	208460.0	hammer
228.2	124785888.1	5595.7	208516.2	hammer
228.3	124785854.7	5573.2	208572.1	hammer
228.4	124785821.4	5550.8	208627.9	hammer
228.5	124785788.2	5528.5	208683.4	hammer
228.6	124785755.1	5506.2	208738.7	hammer
228.7	124785722.2	5484.1	208793.7	hammer
228.8	124785689.4	5462.0	208848.6	hammer
228.9	124785656.7	5440.1	208903.2	hammer
229.0	124785624.2	5418.2	208957.6	hammer
229.1	124785591.8	5396.4	209011.8	hammer
229.2	124785559.5	5374.7	209065.7	hammer
229.3	124785527.4	5353.1	209119.5	hammer
229.4	124785495.4	5331.6	209173.0	hammer
229.5	124785463.5	5310.2	209226.3	hammer
229.6	124785431.8	5288.8	209279.4	hammer
229.7	124785400.1	5267.6	209332.3	hammer
229.8	124785368.6	5246.4	209385.0	hammer
229.9	124785337.3	5225.3	209437.5	hammer
230.0	124785306.0	5204.3	209489.7	hammer
230.1	124785274.9	5183.3	209541.8	hammer
230.2	124785243.9	5162.5	209593.6	hammer
230.3	124785213.0	5141.7	209645.2	hammer
230.4	124785182.3	5121.1	209696.6	hammer
230.5	124785151.7	5100.5	209747.8	hammer
230.6	124785121.2	5080.0	209798.8	hammer
230.7	124785090.8	5059.6	209849.6	hammer
230.8	124785060.5	5039.2	209900.2	hammer
230.9	124785030.4	5019.0	209950.6	hammer
231.0	124785000.4	4998.8	210000.8	hammer
231.1	124784970.5	4978.7	210050.8	hammer
231.2	124784940.7	4958.7	210100.6	hammer
231.3	124784911.1	4938.7	210150.2	hammer
231.4	124784881.6	4918.9	210199.6	hammer
231.5	124784852.2	4899.1	210248.8	hammer
231.6	124784822.9	4879.4	210297.8	hammer
231.7	124784793.7	4859.8	210346.5	hammer
231.8	124784764.6	4840.2	210395.1	hammer
231.9	124784735.7	4820.8	210443.5	hammer
232.0	124784706.9	4801.4	210491.8	hammer
232.1	124784678.2	4782.1	210539.8	hammer
232.2	124784649.6	4762.9	210587.6	hammer
232.3	124784621.1	4743.7	210635.2	hammer
232.4	124784592.7	4724.6	210682.7	hammer
232.5	124784564.5	4705.6	210729.9	hammer
